sep=;
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 2, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "breakout_close", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "swing_previous", "atr_dyn_period": 200, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.3, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 25, "ttm_kc_multiplier": 1.8, "ttm_min_squeeze_bars": 5, "use_bbwp_scoring": true, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70}
# Fecha: 2026-02-05T22:25:12.229729
zona_num;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
114;2026-01-05 16:10;2026-01-06 11:45;93975;94681;0,75;DOWN;93934,4;Close Breakout;93934,4;0;WIN;2;93,0;41,75;Si;Si;236;28;2,2;66.0
115;2026-01-06 09:10;2026-01-06 10:40;93335,14425000001;93988,85125;0,7;UP;94073,3;Close Breakout;94073,3;0;LOSS;-1;92,0;6,33;Si;Si;19;134;11,1;57.0
116;2026-01-07 04:05;2026-01-07 04:40;92577,7553;92995,90330000002;0,45;DOWN;92492,7;Close Breakout;92492,7;0;WIN;2;94,0;73,65;Si;Si;8;25;2;94.0
117;2026-01-08 01:00;2026-01-08 02:00;90774,5646;91546,26245;0,85;DOWN;90698,8;Close Breakout;90698,8;0;WIN;2;96,0;68,61;Si;Si;13;65;5,3;90.0
118;2026-01-08 10:05;2026-01-08 12:50;89262;90143,4;0,98;UP;90282;Close Breakout;90282;0;WIN;2;98,0;14,34;Si;Si;34;37;3;71.0
119;2026-01-09 03:30;2026-01-09 10:25;90647,7;91356,963;0,78;DOWN;90541,3;Close Breakout;90541,3;0;LOSS;-1;97,0;53,06;Si;Si;84;174;14,4;66.0
120;2026-01-11 07:15;2026-01-11 09:50;90100;90786,8483;0,76;UP;90794,5;Close Breakout;90794,5;0;WIN;2;99,0;50,13;Si;Si;32;596;49,6;81.0
121;2026-01-12 01:25;2026-01-12 03:30;91951,6678;92273,02795000002;0,35;DOWN;91908,3;Close Breakout;91908,3;0;WIN;2;101,0;101,68;Si;Si;26;27;2,2;82.0
122;2026-01-12 10:15;2026-01-13 10:55;90153,9;91085;1,03;UP;91180;Close Breakout;91180;0;WIN;2;103,0;6,1;Si;Si;297;48;3,9;89.0
123;2026-01-13 00:10;2026-01-13 04:20;91153,91345;91569,94684999998;0,46;UP;91703,5;Close Breakout;91703,5;0;WIN;2;105,0;15,51;Si;Si;51;24;1,9;85.0
124;2026-01-13 09:35;2026-01-13 17:05;91804,528;92431,7;0,68;UP;92693,9;Close Breakout;92693,9;0;WIN;2;107,0;5,4;Si;Si;91;90;7,4;73.0
125;2026-01-13 17:05;2026-01-13 17:05;94033,53855;94517,6093;0,51;UP;94695,9;Close Breakout;94695,9;0;LOSS;-1;106,0;5,18;Si;Si;1;27;2,2;57.0
126;2026-01-14 09:05;2026-01-14 09:40;94840,6437;95224,00885000001;0,4;UP;95258,8;Close Breakout;95258,8;0;WIN;2;108,0;7,35;Si;Si;8;24;1,9;78.0
127;2026-01-14 19:25;2026-01-15 10:45;96717,96389999999;97273,19294999998;0,57;DOWN;96681,2;Close Breakout;96681,2;0;WIN;2;110,0;56,75;Si;Si;185;24;1,9;75.0
128;2026-01-15 09:40;2026-01-18 19:00;96062,1454;97113,1;1,09;DOWN;95769,4;Close Breakout;95769,4;0;WIN;2;112,0;26,7;Si;Si;977;158;13,1;67.0
129;2026-01-16 05:15;2026-01-16 10:30;95470,75715;95821,08445;0,37;DOWN;95414,2;Close Breakout;95414,2;0;WIN;2;114,0;87,76;Si;Si;64;30;2,4;87.0
130;2026-01-16 10:15;2026-01-18 19:00;95133,8;95554,36875;0,44;DOWN;94838,2;Close Breakout;94838,2;0;WIN;2;116,0;37,61;Si;Si;682;38;3,1;78.0
131;2026-01-16 12:55;2026-01-18 18:25;94650,69725;94960,6712;0,33;UP;95056,8;Close Breakout;95056,8;0;LOSS;-1;115,0;1,12;No;No;643;22;1,8;53.0
132;2026-01-18 08:15;2026-01-18 08:40;94964;95355,53555000002;0,41;DOWN;94957,5;Close Breakout;94957,5;0;LOSS;-1;114,0;191,32;Si;Si;6;349;29;54.0
133;2026-01-19 03:15;2026-01-19 18:05;92351,70795;92784,9;0,47;UP;92868;Close Breakout;92868;0;LOSS;-1;113,0;0,96;No;No;179;70;5,8;54.0
134;2026-01-19 17:30;2026-01-20 00:00;92804,5;93238,28589999999;0,47;DOWN;92800,7;Close Breakout;92800,7;0;WIN;2;115,0;65,93;Si;Si;79;54;4,4;94.0
135;2026-01-19 23:50;2026-01-20 00:10;92165,7;92597,55490000002;0,47;DOWN;92068,6;Close Breakout;92068,6;0;WIN;2;117,0;84,02;Si;Si;5;34;2,8;95.0
136;2026-01-20 09:45;2026-01-20 17:30;90621;91419,96585000001;0,88;DOWN;90403,2;Close Breakout;90403,2;0;WIN;2;119,0;43,92;Si;Si;94;55;4,5;71.0
137;2026-01-24 10:30;2026-01-24 11:15;89030,36075;90296,8;1,41;DOWN;89354,1;Close Breakout;89354,1;0;WIN;2;121,0;268,12;Si;Si;10;1096;91,2;50.0
138;2026-01-25 19:05;2026-01-26 22:00;86219,1284;86757;0,62;UP;86974,7;Close Breakout;86974,7;0;WIN;2;123,0;3,84;Si;Si;324;30;2,4;80.0
139;2026-01-27 10:25;2026-01-27 11:05;87599,63435;88671,15779999999;1,22;DOWN;87580,9;Close Breakout;87580,9;0;LOSS;-1;122,0;33,81;Si;Si;9;344;28,6;29.0
140;2026-01-28 21:30;2026-01-29 10:00;88520,8;89568,77374999998;1,18;DOWN;88251,5;Close Breakout;88251,5;0;WIN;2;124,0;32,63;Si;Si;151;247;20,5;88.0
141;2026-01-29 09:25;2026-01-29 09:55;87870,70065;88162,28934999999;0,33;DOWN;87780;Close Breakout;87780;0;WIN;2;126,0;76,9;Si;Si;7;21;1,7;81.0
142;2026-01-29 19:55;2026-01-29 20:35;84141,253;84790,47115;0,77;DOWN;84140;Close Breakout;84140;0;WIN;2;128,0;43,06;Si;Si;9;48;3,9;51.0
143;2026-01-31 09:15;2026-01-31 09:35;82316,3;83883,07250000001;1,89;DOWN;82233;Close Breakout;82233;0;WIN;2;130,0;34,15;Si;Si;5;409;34;79.0
144;2026-02-03 09:50;2026-02-03 12:10;77657,1;79154,1958;1,91;DOWN;77573,9;Close Breakout;77573,9;0;WIN;2;132,0;21,69;Si;Si;29;647;53,8;64.0
145;2026-02-04 08:30;2026-02-04 09:30;75776,9;76338,9266;0,74;DOWN;75722,2;Close Breakout;75722,2;0;WIN;2;134,0;30,29;Si;Si;13;24;1,9;86.0
146;2026-02-05 06:15;2026-02-05 10:05;70748,48744999999;73544,71664999999;3,88;DOWN;70683,3;Close Breakout;70683,3;0;WIN;2;136,0;10,64;Si;Si;47;144;11,9;48.0
147;2026-02-05 10:00;2026-02-05 15:05;69039,3041;70372,4;1,91;DOWN;68943,8;Close Breakout;68943,8;0;WIN;2;138,0;4,71;Si;Si;62;32;2,6;76.0
148;2026-02-05 15:10;2026-02-05 19:05;65050;66505,9213;2,21;DOWN;65013,8;Close Breakout;65013,8;0;WIN;2;140,0;3,2;Si;Si;48;27;2,2;88.0
