sep=;
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 2, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "breakout_close", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "swing_previous", "atr_dyn_period": 200, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.3, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 25, "ttm_kc_multiplier": 1.8, "ttm_min_squeeze_bars": 5, "use_bbwp_scoring": true, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 40}
# Fecha: 2026-02-06T14:05:40.835913
zona_num;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
116;2025-04-12 08:40;2025-04-12 09:30;83277,5803;84037,9;0,91;UP;84132;Close Breakout;84132;0;WIN;2;49,0;80,43;Si;Si;11;64;5,2;55.0
117;2025-04-12 21:25;2025-04-15 08:45;84787,08864999999;86099;1,54;DOWN;84776,2;Close Breakout;84776,2;0;LOSS;-1;48,0;18,81;Si;Si;713;97;8;48.0
118;2025-04-13 08:25;2025-04-13 12:15;84147;84881,72925;0,87;DOWN;84044,3;Close Breakout;84044,3;0;LOSS;-1;47,0;47,77;Si;Si;47;49;4;55.0
119;2025-04-13 18:50;2025-04-13 19:20;83155,80559999999;83622,54370000001;0,56;UP;83650;Close Breakout;83650;0;WIN;2;49,0;79,8;Si;Si;7;21;1,7;52.0
120;2025-04-14 08:40;2025-04-14 09:35;84431,00795;85223,55744999998;0,93;DOWN;84379,6;Close Breakout;84379,6;0;LOSS;-1;48,0;28,27;Si;Si;12;39;3,2;55.0
121;2025-04-15 08:35;2025-04-15 09:00;85358,04574999998;85816,1;0,54;UP;86056,6;Close Breakout;86056,6;0;LOSS;-1;47,0;61,57;Si;Si;6;30;2,4;60.0
122;2025-04-15 12:50;2025-04-15 19:10;84647,23910000002;85055,0843;0,48;DOWN;84430;Close Breakout;84430;0;WIN;2;49,0;45,8;Si;Si;77;21;1,7;61.0
123;2025-04-19 10:35;2025-04-19 11:45;85312,7274;85481,34120000001;0,2;DOWN;85256;Close Breakout;85256;0;WIN;2;51,0;109,82;Si;Si;15;24;1,9;64.0
124;2025-04-20 01:40;2025-04-20 04:15;85008,64209999998;85184,0957;0,21;DOWN;84925,7;Close Breakout;84925,7;0;WIN;2;53,0;128,2;Si;Si;32;23;1,8;68.0
125;2025-04-20 15:00;2025-04-20 18:15;84433,52704999999;84613,9;0,21;UP;84692,4;Close Breakout;84692,4;0;WIN;2;55,0;152,92;Si;Si;40;28;2,2;62.0
126;2025-04-21 19:55;2025-04-22 07:55;86679,51220000001;87569,60544999997;1,02;UP;87650;Close Breakout;87650;0;WIN;2;57,0;57,92;Si;Si;145;188;15,6;57.0
127;2025-04-22 07:50;2025-04-22 08:10;88445,17565;88764,06435000002;0,36;UP;88817,8;Close Breakout;88817,8;0;WIN;2;59,0;99,47;Si;Si;5;20;1,6;67.0
128;2025-04-22 12:30;2025-04-22 16:45;90506,05495;90941,5597;0,48;UP;91065,3;Close Breakout;91065,3;0;WIN;2;61,0;70,35;Si;Si;52;21;1,7;63.0
129;2025-04-22 16:40;2025-04-22 16:45;90974,0366;91588;0,67;UP;91596,9;Close Breakout;91596,9;0;WIN;2;63,0;56,39;Si;Si;2;25;2;61.0
130;2025-04-23 02:55;2025-04-23 05:05;93304,8462;93895,89500000002;0,63;UP;94100,4;Close Breakout;94100,4;0;LOSS;-1;62,0;49,28;Si;Si;27;26;2,1;59.0
131;2025-04-23 22:40;2025-04-24 14:50;92831,3;94722,9;2,02;DOWN;92788,9;Close Breakout;92788,9;0;LOSS;-1;61,0;40,86;Si;Si;195;235;19,5;44.0
132;2025-04-24 18:25;2025-04-24 21:20;92133;93608,64240000003;1,59;UP;93650,1;Close Breakout;93650,1;0;LOSS;-1;60,0;83,65;Si;Si;36;218;18,1;47.0
133;2025-04-25 06:45;2025-04-27 19:05;93484,21474999998;94200;0,76;UP;94295;Close Breakout;94295;0;LOSS;-1;59,0;42,03;Si;Si;725;141;11,7;57.0
134;2025-04-26 03:40;2025-04-26 17:50;94349,75284999999;94791,9325;0,47;DOWN;94336,5;Close Breakout;94336,5;0;LOSS;-1;58,0;83,94;Si;Si;171;54;4,4;65.0
135;2025-04-26 17:00;2025-04-26 20:10;93880;94369,99680000001;0,52;UP;94397,1;Close Breakout;94397,1;0;WIN;2;60,0;90,18;Si;Si;39;159;13,2;59.0
136;2025-04-26 19:15;2025-04-26 20:30;94516,56074999999;94760,96550000002;0,26;UP;94920;Close Breakout;94920;0;LOSS;-1;59,0;76,19;Si;Si;16;25;2;62.0
137;2025-04-27 13:10;2025-04-27 17:30;93676,46340000001;94060,5;0,41;UP;94117,4;Close Breakout;94117,4;0;LOSS;-1;58,0;72,16;Si;Si;53;42;3,4;60.0
138;2025-04-28 18:05;2025-04-28 22:10;93897,86910000001;94848,76505;1,01;UP;94935,7;Close Breakout;94935,7;0;LOSS;-1;57,0;61,16;Si;Si;50;334;27,8;55.0
139;2025-04-30 17:25;2025-04-30 21:05;94337,45985000001;95483,2095;1,21;DOWN;94326;Close Breakout;94326;0;LOSS;-1;56,0;98,17;Si;Si;45;571;47,5;52.0
140;2025-04-30 20:00;2025-05-01 04:20;94003,78595000002;94410,27655000001;0,43;UP;94443,9;Close Breakout;94443,9;0;WIN;2;58,0;84,96;Si;Si;101;23;1,8;60.0
141;2025-05-01 04:20;2025-05-01 05:15;94846,32729999998;95180;0,35;UP;95293,5;Close Breakout;95293,5;0;WIN;2;60,0;72,01;Si;Si;12;27;2,2;62.0
142;2025-05-01 19:20;2025-05-03 01:50;96151,98725;96611,3;0,48;UP;96736,3;Close Breakout;96736,3;0;LOSS;-1;59,0;48,75;Si;Si;367;22;1,8;60.0
143;2025-05-03 05:25;2025-05-03 09:05;96124,5;97190,8;1,1;DOWN;96108;Close Breakout;96108;0;LOSS;-1;58,0;143,84;Si;Si;45;291;24,2;53.0
144;2025-05-03 08:05;2025-05-03 12:20;95822,12174999999;96079;0,27;UP;96125,5;Close Breakout;96125,5;0;LOSS;-1;57,0;101,23;Si;Si;52;29;2,3;62.0
145;2025-05-03 18:20;2025-05-04 03:30;96028,67595;96371,99595;0,36;DOWN;96024,8;Close Breakout;96024,8;0;WIN;2;59,0;128,1;Si;Si;111;67;5,5;60.0
146;2025-05-04 17:00;2025-05-04 20:30;95255,1;95718,0765;0,48;DOWN;95111;Close Breakout;95111;0;WIN;2;61,0;59,2;Si;Si;43;135;11,2;59.0
147;2025-05-06 03:10;2025-05-06 09:20;94216,31335000001;94684,09585;0,5;DOWN;94155,8;Close Breakout;94155,8;0;LOSS;-1;60,0;78,29;Si;Si;75;289;24;61.0
148;2025-05-06 06:25;2025-05-06 09:15;93886,6;94281,43609999999;0,42;DOWN;93840,7;Close Breakout;93840,7;0;LOSS;-1;59,0;75,91;Si;Si;35;28;2,2;55.0
149;2025-05-06 15:25;2025-05-06 17:00;94819,16285;95109,59714999999;0,31;DOWN;94721,4;Close Breakout;94721,4;0;LOSS;-1;58,0;89,64;Si;Si;20;20;1,6;63.0
150;2025-05-07 19:55;2025-05-07 23:05;96225,97000000002;97226,64920000001;1,03;UP;97728,3;Close Breakout;97728,3;0;WIN;2;60,0;35,62;Si;Si;39;248;20,6;54.0
151;2025-05-08 02:05;2025-05-08 10:20;98611,40974999999;99084,666;0,48;UP;99136,7;Close Breakout;99136,7;0;WIN;2;62,0;61,58;Si;Si;100;28;2,2;61.0
152;2025-05-08 10:10;2025-05-08 10:40;99082,1;99599,6;0,52;UP;99706,1;Close Breakout;99706,1;0;WIN;2;64,0;40,61;Si;Si;7;45;3,7;54.0
153;2025-05-08 15:30;2025-05-08 16:15;101014,45285;101607,3;0,59;UP;101744,9;Close Breakout;101744,9;0;WIN;2;66,0;29,02;Si;Si;10;25;2;61.0
154;2025-05-11 04:05;2025-05-12 02:00;102247,85804999998;103956,19404999999;1,66;UP;103988,3;Close Breakout;103988,3;0;WIN;2;68,0;30,02;Si;Si;264;657;54,7;45.0
155;2025-05-11 08:55;2025-05-11 20:05;104136,4;104810,57155000001;0,65;DOWN;103940;Close Breakout;103940;0;LOSS;-1;67,0;48,14;Si;Si;135;27;2,2;58.0
156;2025-05-12 21:10;2025-05-12 23:50;102198,83599999998;103140,14980000001;0,92;DOWN;102033,9;Close Breakout;102033,9;0;LOSS;-1;66,0;66,04;Si;Si;33;40;3,2;55.0
157;2025-05-12 23:20;2025-05-13 07:30;101513,32284999998;102105,076;0,58;UP;102190;Close Breakout;102190;0;WIN;2;68,0;29,58;Si;Si;99;22;1,8;52.0
158;2025-05-13 04:15;2025-05-13 14:25;102455,48964999997;102945,36025000001;0,48;UP;103154,1;Close Breakout;103154,1;0;WIN;2;70,0;35,43;Si;Si;123;28;2,2;63.0
159;2025-05-13 09:30;2025-05-13 11:10;103146,5;103886,4;0,71;DOWN;103066,6;Close Breakout;103066,6;0;LOSS;-1;69,0;52,67;Si;Si;21;31;2,5;64.0
160;2025-05-13 14:25;2025-05-13 18:05;103995,43715;104426,94199999998;0,41;UP;104541,8;Close Breakout;104541,8;0;LOSS;-1;68,0;41,87;Si;Si;45;21;1,7;61.0
161;2025-05-14 20:35;2025-05-15 02:10;103316,18955000001;104260,8;0,91;DOWN;103231,8;Close Breakout;103231,8;0;WIN;2;70,0;73,19;Si;Si;68;283;23,5;55.0
162;2025-05-15 00:20;2025-05-15 02:30;102562,32725;102997,75325;0,42;DOWN;102524;Close Breakout;102524;0;WIN;2;72,0;108,85;Si;Si;27;30;2,4;46.0
163;2025-05-16 03:00;2025-05-16 10:10;103656,0983;104397,58899999999;0,71;DOWN;103515,1;Close Breakout;103515,1;0;LOSS;-1;71,0;68,41;Si;Si;87;77;6,3;59.0
164;2025-05-17 04:10;2025-05-18 00:45;103134,8;103655,85345000001;0,5;DOWN;103126,8;Close Breakout;103126,8;0;LOSS;-1;70,0;108,29;Si;Si;248;137;11,3;59.0
165;2025-05-18 00:45;2025-05-18 08:35;102667,9;103454,60570000001;0,76;UP;103560;Close Breakout;103560;0;WIN;2;72,0;64,65;Si;Si;95;216;17,9;55.0
166;2025-05-18 08:30;2025-05-18 08:55;103680,8;103941,1;0,25;UP;103950;Close Breakout;103950;0;WIN;2;74,0;78,36;Si;Si;6;46;3,8;62.0
167;2025-05-19 09:05;2025-05-19 19:15;102262;103460,69695;1,17;UP;103492,6;Close Breakout;103492,6;0;WIN;2;76,0;16,27;Si;Si;123;107;8,8;54.0
168;2025-05-20 12:00;2025-05-20 12:00;104875,6;106560;1,59;DOWN;105429,7;Close Breakout;105429,7;0;WIN;2;78,0;887,75;Si;Si;1;258;21,4;48.0
169;2025-05-21 09:40;2025-05-21 12:50;106255,4;107725,58804999999;1,37;UP;107733,3;Close Breakout;107733,3;0;LOSS;-1;77,0;12,46;Si;Si;39;134;11,1;52.0
170;2025-05-23 06:55;2025-05-29 19:55;109271,95425;111289,9;1,83;DOWN;109026,5;Close Breakout;109026,5;0;WIN;2;79,0;23,14;Si;Si;1885;438;36,4;46.0
171;2025-05-25 17:50;2025-05-28 10:10;107307,3;108910,8215;1,48;UP;108931,7;Close Breakout;108931,7;0;LOSS;-1;78,0;10,6;Si;Si;773;603;50,2;48.0
172;2025-05-26 11:25;2025-05-26 17:10;109413,83360000001;110062;0,59;DOWN;109299,1;Close Breakout;109299,1;0;LOSS;-1;77,0;125,82;Si;Si;70;31;2,5;53.0
173;2025-05-26 20:10;2025-05-27 03:00;108870,5271;109493,98280000001;0,57;DOWN;108700;Close Breakout;108700;0;LOSS;-1;76,0;51,01;Si;Si;83;76;6,2;59.0
174;2025-05-27 02:35;2025-05-27 17:20;108768,55765000002;109328,3;0,51;UP;109389,9;Close Breakout;109389,9;0;LOSS;-1;75,0;18,23;Si;Si;178;22;1,8;61.0
175;2025-05-27 16:20;2025-05-28 09:15;109359,74465000001;110454,9889;1,0;DOWN;109137,4;Close Breakout;109137,4;0;WIN;2;77,0;69,63;Si;Si;204;122;10,1;57.0
176;2025-05-28 08:40;2025-05-28 10:05;108592,15994999999;109002,19365;0,38;DOWN;108458;Close Breakout;108458;0;WIN;2;79,0;89,61;Si;Si;18;38;3,1;61.0
177;2025-05-28 18:00;2025-05-28 21:50;107128,78815000001;107525,39985000002;0,37;UP;107541,4;Close Breakout;107541,4;0;WIN;2;81,0;42,41;Si;Si;47;30;2,4;61.0
178;2025-05-29 03:15;2025-05-29 09:25;107499,74005;108024,00885;0,49;UP;108030,1;Close Breakout;108030,1;0;LOSS;-1;80,0;15,76;Si;Si;75;37;3;59.0
179;2025-05-29 05:50;2025-05-29 08:40;108247,27334999999;108626,59000000001;0,35;UP;108648,4;Close Breakout;108648,4;0;LOSS;-1;79,0;16,33;Si;Si;35;24;1,9;62.0
180;2025-05-30 17:30;2025-05-30 20:55;104396,781;106977,7749;2,44;DOWN;104328;Close Breakout;104328;0;WIN;2;81,0;81,99;Si;Si;42;367;30,5;44.0
181;2025-05-31 07:55;2025-06-01 17:00;103204,16485;103950,1011;0,72;UP;103998,8;Close Breakout;103998,8;0;WIN;2;83,0;29,43;Si;Si;398;102;8,4;60.0
182;2025-06-01 04:15;2025-06-01 08:45;104113,1;104374,51104999999;0,25;DOWN;104019,4;Close Breakout;104019,4;0;LOSS;-1;82,0;138,95;Si;Si;55;37;3;62.0
183;2025-06-01 08:10;2025-06-01 11:05;103731,08589999998;104114,1;0,37;UP;104198;Close Breakout;104198;0;WIN;2;84,0;45,9;Si;Si;36;44;3,6;61.0
184;2025-06-01 22:00;2025-06-02 03:25;104914,6;105612,83434999998;0,66;DOWN;104882,4;Close Breakout;104882,4;0;LOSS;-1;83,0;61,01;Si;Si;66;128;10,6;58.0
185;2025-06-02 01:40;2025-06-02 04:15;104606,7678;104935,24100000001;0,31;UP;105103,1;Close Breakout;105103,1;0;LOSS;-1;82,0;49,99;Si;Si;32;25;2;61.0
186;2025-06-02 15:05;2025-06-02 18:20;103985,6;104569;0,56;UP;104688;Close Breakout;104688;0;WIN;2;84,0;39,04;Si;Si;40;49;4;59.0
187;2025-06-02 21:45;2025-06-03 09:50;105973,6;106453,59939999998;0,45;DOWN;105622,8;Close Breakout;105622,8;0;LOSS;-1;83,0;53,43;Si;Si;146;27;2,2;61.0
188;2025-06-04 19:55;2025-06-05 00:50;104520,7005;104903,4;0,37;UP;104914,6;Close Breakout;104914,6;0;LOSS;-1;82,0;63,77;Si;Si;60;30;2,4;52.0
189;2025-06-05 00:25;2025-06-05 07:15;104899,58089999999;105206,97780000001;0,29;DOWN;104872,8;Close Breakout;104872,8;0;LOSS;-1;81,0;137,48;Si;Si;83;23;1,8;61.0
190;2025-06-05 22:15;2025-06-06 04:15;101473,58389999998;102155,9;0,67;UP;102189,7;Close Breakout;102189,7;0;WIN;2;83,0;34,15;Si;Si;73;33;2,7;58.0
191;2025-06-06 09:05;2025-06-06 10:10;103621,49595;104198;0,55;UP;104237,8;Close Breakout;104237,8;0;WIN;2;85,0;52,45;Si;Si;14;38;3,1;61.0
192;2025-06-06 22:00;2025-06-07 01:50;104193,63185;104552,53120000001;0,34;UP;104593,3;Close Breakout;104593,3;0;WIN;2;87,0;67,9;Si;Si;47;28;2,2;61.0
193;2025-06-07 06:00;2025-06-08 08:45;104677,30725000001;105086,2;0,39;UP;105128,5;Close Breakout;105128,5;0;WIN;2;89,0;51,55;Si;Si;322;33;2,7;47.0
194;2025-06-07 18:30;2025-06-08 08:45;105612,62734999998;105899,0695;0,27;DOWN;105509,2;Close Breakout;105509,2;0;LOSS;-1;88,0;129,17;Si;Si;172;43;3,5;64.0
195;2025-06-08 04:40;2025-06-08 06:00;105140;105470,8754;0,31;DOWN;105130;Close Breakout;105130;0;LOSS;-1;87,0;139,42;Si;Si;17;24;1,9;52.0
196;2025-06-08 17:00;2025-06-08 17:00;106092,2;106393,9;0,28;DOWN;106023,5;Close Breakout;106023,5;0;LOSS;-1;86,0;189,39;Si;Si;1;46;3,8;61.0
197;2025-06-09 03:35;2025-06-09 04:25;105254,59279999998;105651,9;0,38;UP;105664,1;Close Breakout;105664,1;0;WIN;2;88,0;94,23;Si;Si;11;46;3,8;60.0
198;2025-06-09 16:00;2025-06-09 16:25;108330,05315;108725,98114999999;0,36;UP;108777;Close Breakout;108777;0;WIN;2;90,0;34,97;Si;Si;6;25;2;62.0
199;2025-06-10 08:40;2025-06-10 14:25;109151,48775000001;109857,9;0,65;DOWN;108994,4;Close Breakout;108994,4;0;LOSS;-1;89,0;56,54;Si;Si;70;52;4,2;59.0
200;2025-06-10 13:40;2025-06-10 14:30;108575,02924999999;108984,12230000002;0,38;UP;109037,4;Close Breakout;109037,4;0;WIN;2;91,0;29,86;Si;Si;11;28;2,2;61.0
201;2025-06-11 07:15;2025-06-11 07:30;109117,8142;109676,62049999999;0,51;DOWN;109110,1;Close Breakout;109110,1;0;LOSS;-1;90,0;151,69;Si;Si;4;55;4,5;59.0
202;2025-06-11 22:15;2025-06-12 06:25;108235,3;108720,19955;0,45;DOWN;108180,3;Close Breakout;108180,3;0;WIN;2;92,0;86,16;Si;Si;99;29;2,3;59.0
203;2025-06-12 05:00;2025-06-12 08:30;107446,5014;107827,43845;0,35;DOWN;107328,3;Close Breakout;107328,3;0;WIN;2;94,0;132,11;Si;Si;43;22;1,8;61.0
204;2025-06-12 18:55;2025-06-12 19:00;105645,5266;106127,74115;0,46;DOWN;105600,9;Close Breakout;105600,9;0;WIN;2;96,0;94,31;Si;Si;2;28;2,2;62.0
205;2025-06-13 10:05;2025-06-16 11:40;103772,2252;105216,23479999999;1,38;UP;105309,6;Close Breakout;105309,6;0;WIN;2;98,0;16,64;Si;Si;884;121;10;51.0
206;2025-06-13 20:00;2025-06-14 13:45;105616,80974999999;106120,45814999999;0,48;DOWN;105522,9;Close Breakout;105522,9;0;WIN;2;100,0;73,95;Si;Si;214;27;2,2;66.0
207;2025-06-14 11:30;2025-06-14 13:05;104644,3;105050,9588;0,39;DOWN;104569,9;Close Breakout;104569,9;0;LOSS;-1;99,0;158,28;Si;Si;20;43;3,5;56.0
208;2025-06-15 20:10;2025-06-15 20:50;105101,3;105606,75850000003;0,48;DOWN;105100,1;Close Breakout;105100,1;0;LOSS;-1;98,0;70,43;Si;Si;9;291;24,2;43.0
209;2025-06-15 23:20;2025-06-16 09:30;105629,2994;106003,1243;0,35;UP;106222;Close Breakout;106222;0;WIN;2;100,0;33,83;Si;Si;123;30;2,4;61.0
210;2025-06-16 17:35;2025-06-17 05:30;108383,05735000003;108771,54199999999;0,36;DOWN;107948,6;Close Breakout;107948,6;0;WIN;2;102,0;47,73;Si;Si;144;26;2,1;62.0
211;2025-06-17 04:30;2025-06-17 07:55;106338,34610000001;106897,41180000002;0,52;DOWN;106309,3;Close Breakout;106309,3;0;WIN;2;104,0;98,0;Si;Si;42;31;2,5;46.0
212;2025-06-18 01:50;2025-06-18 12:30;104946,2;105826,35384999998;0,84;DOWN;104922;Close Breakout;104922;0;WIN;2;106,0;77,91;Si;Si;129;235;19,5;40.0
213;2025-06-19 08:35;2025-06-20 02:20;104531,3;104922,11584999997;0,37;DOWN;104515,8;Close Breakout;104515,8;0;LOSS;-1;105,0;87,25;Si;Si;214;35;2,8;67.0
214;2025-06-20 08:45;2025-06-20 09:45;105633,4;106076,6;0,42;DOWN;105551,7;Close Breakout;105551,7;0;WIN;2;107,0;95,95;Si;Si;13;35;2,8;65.0
215;2025-06-21 08:40;2025-06-21 10:35;103719,3673;103918,9089;0,19;DOWN;103676,5;Close Breakout;103676,5;0;WIN;2;109,0;209,41;Si;Si;24;31;2,5;68.0
216;2025-06-22 08:15;2025-06-22 09:15;102194,8285;102896,82225;0,68;DOWN;101886,8;Close Breakout;101886,8;0;WIN;2;111,0;46,55;Si;Si;13;38;3,1;57.0
217;2025-06-22 14:45;2025-06-22 17:00;99006,9;99796,77460000002;0,79;DOWN;98887,1;Close Breakout;98887,1;0;LOSS;-1;110,0;45,57;Si;Si;28;29;2,3;57.0
218;2025-06-23 08:55;2025-06-23 11:15;100786,8543;102097,44255;1,29;UP;102288;Close Breakout;102288;0;LOSS;-1;109,0;15,4;Si;Si;29;142;11,8;51.0
219;2025-06-23 15:10;2025-06-23 17:05;102657,1494;103184,46059999999;0,51;UP;103285,8;Close Breakout;103285,8;0;WIN;2;111,0;34,54;Si;Si;24;20;1,6;59.0
220;2025-06-24 13:50;2025-06-24 13:55;104681,99805000001;106039,81464999999;1,29;UP;105645,4;Close Breakout;105645,4;0;LOSS;-1;110,0;271,22;Si;Si;2;161;13,3;43.0
221;2025-06-25 04:05;2025-06-25 08:40;106263,2305;106688;0,4;UP;106798,7;Close Breakout;106798,7;0;WIN;2;112,0;36,05;Si;Si;56;32;2,6;61.0
222;2025-06-29 17:35;2025-06-30 02:00;106474,3;108044,43845000002;1,46;UP;108091,9;Close Breakout;108091,9;0;LOSS;-1;111,0;27,05;Si;Si;102;1272;105,9;48.0
223;2025-06-30 01:35;2025-06-30 09:50;108090;108514,34530000002;0,39;DOWN;107832,2;Close Breakout;107832,2;0;WIN;2;113,0;109,81;Si;Si;100;35;2,8;62.0
224;2025-06-30 06:00;2025-06-30 09:05;107382,0594;107601,09145;0,2;UP;107628,1;Close Breakout;107628,1;0;LOSS;-1;112,0;56,45;Si;Si;38;21;1,7;63.0
225;2025-07-01 04:15;2025-07-01 09:15;106616,5;107271,79995;0,61;DOWN;106614,4;Close Breakout;106614,4;0;LOSS;-1;111,0;91,33;Si;Si;61;72;5,9;41.0
226;2025-07-01 21:45;2025-07-02 03:15;105058,6;105745,8;0,65;UP;105837,6;Close Breakout;105837,6;0;WIN;2;113,0;26,07;Si;Si;67;42;3,4;58.0
227;2025-07-02 06:35;2025-07-02 08:45;107558,93615000001;107825,91055;0,25;DOWN;107487,9;Close Breakout;107487,9;0;LOSS;-1;112,0;155,0;Si;Si;27;22;1,8;73.0
228;2025-07-02 18:20;2025-07-03 01:20;108976,4;109498,6;0,48;DOWN;108959,8;Close Breakout;108959,8;0;LOSS;-1;111,0;114,01;Si;Si;85;39;3,2;45.0
229;2025-07-03 00:30;2025-07-04 03:15;108474,21805;109095,23885;0,57;UP;109183,8;Close Breakout;109183,8;0;LOSS;-1;110,0;25,18;Si;Si;322;48;3,9;58.0
230;2025-07-04 07:40;2025-07-04 08:55;108704;109722,80404999999;0,93;DOWN;108688;Close Breakout;108688;0;WIN;2;112,0;137,85;Si;Si;16;348;28,9;55.0
231;2025-07-06 01:05;2025-07-06 01:10;107615,31815000002;108247,1531;0,59;UP;107932,4;Close Breakout;107932,4;0;WIN;2;114,0;759,07;Si;Si;2;405;33,7;57.0
232;2025-07-07 01:35;2025-07-07 07:15;108936,90070000003;109253,24370000002;0,29;DOWN;108879;Close Breakout;108879;0;WIN;2;116,0;201,61;Si;Si;69;27;2,2;61.0
233;2025-07-07 07:00;2025-07-07 08:15;108546,25565;108798,19435;0,23;DOWN;108533,9;Close Breakout;108533,9;0;WIN;2;118,0;196,87;Si;Si;16;20;1,6;68.0
234;2025-07-08 05:30;2025-07-08 10:25;107924,8;108560,1;0,59;UP;108629,7;Close Breakout;108629,7;0;LOSS;-1;117,0;39,05;Si;Si;60;144;11,9;58.0
235;2025-07-09 00:35;2025-07-09 14:20;108242,41015000001;108541,6099;0,28;UP;108819,7;Close Breakout;108819,7;0;WIN;2;119,0;31,15;Si;Si;166;29;2,3;62.0
236;2025-07-09 05:55;2025-07-09 08:05;108542,5;108852,78225;0,29;UP;108869,3;Close Breakout;108869,3;0;WIN;2;121,0;50,53;Si;Si;27;55;4,5;61.0
237;2025-07-09 19:25;2025-07-09 21:25;111119,9932;111481,5192;0,32;DOWN;111092,1;Close Breakout;111092,1;0;LOSS;-1;120,0;130,32;Si;Si;25;22;1,8;62.0
238;2025-07-12 07:30;2025-07-13 07:25;117574,7;118130,85575000002;0,47;DOWN;117550,7;Close Breakout;117550,7;0;LOSS;-1;119,0;103,73;Si;Si;288;263;21,8;56.0
239;2025-07-12 22:15;2025-07-13 07:50;117352,2684;117608,44495;0,22;UP;117641,2;Close Breakout;117641,2;0;WIN;2;121,0;18,19;Si;Si;116;102;8,4;62.0
240;2025-07-13 06:05;2025-07-13 07:50;117663,26054999999;117831,547;0,14;UP;117851,7;Close Breakout;117851,7;0;WIN;2;123,0;41,78;Si;Si;22;21;1,7;70.0
241;2025-07-14 20:00;2025-07-14 22:00;119424,9;120078,71280000002;0,55;DOWN;119207,2;Close Breakout;119207,2;0;WIN;2;125,0;80,23;Si;Si;25;25;2;61.0
242;2025-07-16 03:35;2025-07-16 15:40;116202,02345000001;118451,40410000001;1,92;UP;118719,7;Close Breakout;118719,7;0;WIN;2;127,0;11,98;Si;Si;146;297;24,7;44.0
243;2025-07-17 02:00;2025-07-17 04:20;118210,95865000002;119148,55359999998;0,79;DOWN;118173,8;Close Breakout;118173,8;0;LOSS;-1;126,0;95,88;Si;Si;29;246;20,4;58.0
244;2025-07-18 02:50;2025-07-18 09:35;119700;120768,04915000002;0,89;DOWN;119547,3;Close Breakout;119547,3;0;WIN;2;128,0;60,8;Si;Si;82;39;3,2;56.0
245;2025-07-18 08:20;2025-07-18 14:00;118778,83010000002;119574,4;0,67;DOWN;118774,2;Close Breakout;118774,2;0;WIN;2;130,0;73,59;Si;Si;69;34;2,8;58.0
246;2025-07-18 15:05;2025-07-18 17:25;117219,8;117899;0,58;DOWN;117192,5;Close Breakout;117192,5;0;LOSS;-1;129,0;81,11;Si;Si;29;29;2,3;51.0
247;2025-07-19 09:25;2025-07-20 08:50;118038,6;118366,5059;0,28;DOWN;117881,2;Close Breakout;117881,2;0;LOSS;-1;128,0;124,85;Si;Si;282;32;2,6;62.0
248;2025-07-21 06:55;2025-07-21 08:45;118170,13995;118893,27179999999;0,61;DOWN;118118,7;Close Breakout;118118,7;0;LOSS;-1;127,0;78,54;Si;Si;23;87;7,2;59.0
249;2025-07-22 13:50;2025-07-23 01:45;118618,6;119649,9;0,87;UP;120086,2;Close Breakout;120086,2;0;LOSS;-1;126,0;3,71;Si;Si;144;74;6,1;58.0
250;2025-07-22 18:55;2025-07-22 19:15;119405,25919999999;120322,50470000002;0,77;UP;120043,6;Close Breakout;120043,6;0;LOSS;-1;125,0;33,13;Si;Si;5;41;3,3;52.0
251;2025-07-23 01:10;2025-07-23 08:40;118591,72264999997;119396,81509999999;0,68;DOWN;118589,8;Close Breakout;118589,8;0;WIN;2;127,0;126,0;Si;Si;91;35;2,8;46.0
252;2025-07-23 19:15;2025-07-23 23:00;117357,7;118848,34289999999;1,26;UP;118899,8;Close Breakout;118899,8;0;LOSS;-1;126,0;15,24;Si;Si;46;223;18,5;51.0
253;2025-07-23 22:45;2025-07-23 23:40;118721,44175000001;119279,7;0,47;DOWN;118690;Close Breakout;118690;0;WIN;2;128,0;147,08;Si;Si;12;42;3,4;60.0
254;2025-07-24 19:15;2025-07-24 21:05;118081,62644999998;118729,5925;0,55;DOWN;118021,8;Close Breakout;118021,8;0;WIN;2;130,0;135,79;Si;Si;23;144;11,9;60.0
