sep=;
# Multi-simbolo: ETHUSDT, XRPUSDT, BTCUSDT, TRXUSDT, GALAUSDT, SUIUSDT, TRBUSDT, SOLUSDT, ADAUSDT, DOGEUSDT
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 6, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "va_breakout", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "zone_opposite", "atr_dyn_period": 100, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.5, "atr_dyn_min_bars": 20, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 30, "ttm_kc_multiplier": 1, "ttm_min_squeeze_bars": 10, "use_bbwp_scoring": false, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 30, "use_continuation_score": false, "sl_poc_buffer_pct": 50, "vp_bins_per_zone": 30, "tp_rr_ratio": 1}
# Fecha: 2026-02-08T08:53:30.852824
zona_num;simbolo;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;sl_price;tp_price;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
331;ETHUSDT;2026-02-04 13:12;2026-02-04 13:29;2087,64;2151,94;3,03;DOWN;2094,26;VA Breakout;2094,26;0;2124,66;2063,86;LOSS;-1,0;422,0;11,64;Si;Si;18;116;1,9;55.0
332;TRBUSDT;2026-02-04 13:14;2026-02-04 13:29;15,616445;15,95;2,11;DOWN;15,666;VA Breakout;15,666;0;15,83;15,5;LOSS;-1,0;421,0;21,48;Si;Si;16;155;2,6;53.0
333;BTCUSDT;2026-02-04 13:27;2026-02-04 13:39;72150,472;73273,2;1,54;UP;73106,8;VA Breakout;73106,8;0;72321,45;73892,15;WIN;2,0;423,0;1,31;No;No;13;65;1,1;66.0
334;GALAUSDT;2026-02-04 13:29;2026-02-04 13:37;0,004557595000000001;0,004649;1,99;UP;0,004627;VA Breakout;0,004627;0;0,0;0,0;WIN;2,0;425,0;2,97;Si;No;9;69;1,1;61.0
335;SOLUSDT;2026-02-04 13:29;2026-02-04 13:40;90,14800000000001;92,34;2,4;UP;91,7;VA Breakout;91,7;0;90,71;92,69;WIN;2,0;427,0;3,03;Si;Si;12;107;1,8;59.0
336;SUIUSDT;2026-02-04 13:31;2026-02-04 14:46;1,053103;1,0848435;2,97;UP;1,0755;VA Breakout;1,0755;0;1,05;1,1;WIN;2,0;429,0;1,59;No;No;76;171;2,8;56.0
337;ADAUSDT;2026-02-04 13:31;2026-02-04 13:40;0,2811;0,288185;2,49;UP;0,2869;VA Breakout;0,2869;0;0,28;0,29;WIN;2,0;431,0;2,01;Si;No;10;171;2,8;58.0
338;DOGEUSDT;2026-02-04 13:37;2026-02-04 13:39;0,10146;0,10405345;2,52;UP;0,10353;VA Breakout;0,10353;0;0,1;0,1;WIN;2,0;433,0;4,86;Si;Si;3;176;2,9;58.0
339;XRPUSDT;2026-02-04 13:38;2026-02-04 16:44;1,5029649999999999;1,550318;3,1;UP;1,5417;VA Breakout;1,5417;0;1,52;1,57;LOSS;-1,0;432,0;0,55;No;No;187;177;2,9;46.0
340;SOLUSDT;2026-02-04 14:01;2026-02-04 14:04;92,02430000000001;93,0963;1,16;UP;92,96;VA Breakout;92,96;0;92,15;93,77;WIN;2,0;434,0;2,17;Si;No;4;25;0,4;67.0
341;TRXUSDT;2026-02-04 14:21;2026-02-04 16:26;0,2839672;0,28456850000000006;0,21;DOWN;0,28386;VA Breakout;0,28386;0;0,28;0,28;WIN;2,0;436,0;25,1;Si;Si;126;42;0,7;67.0
342;BTCUSDT;2026-02-04 14:40;2026-02-04 14:46;72951,95149999998;74065,9445;1,52;DOWN;73276,4;VA Breakout;73276,4;0;73623,69;72929,11;LOSS;-1,0;435,0;38,55;Si;Si;7;70;1,1;61.0
343;TRBUSDT;2026-02-04 14:40;2026-02-04 14:43;15,929235000000002;16,127745;1,24;DOWN;16,009;VA Breakout;16,009;0;16,11;15,91;LOSS;-1,0;434,0;39,94;Si;Si;4;55;0,9;62.0
344;SUIUSDT;2026-02-04 14:42;2026-02-04 14:43;1,075479;1,0911805000000003;1,45;UP;1,0887;VA Breakout;1,0887;0;1,09;1,09;WIN;2,0;436,0;11,36;Si;Si;2;63;1,0;53.0
345;ADAUSDT;2026-02-04 14:43;2026-02-04 14:46;0,28615949999999996;0,29010499999999995;1,37;UP;0,2895;VA Breakout;0,2895;0;0,29;0,29;WIN;2,0;438,0;3,62;Si;Si;4;56;0,9;45.0
346;DOGEUSDT;2026-02-04 14:43;2026-02-04 14:53;0,10326489999999999;0,1044907;1,18;UP;0,10436;VA Breakout;0,10436;0;0,1;0,11;WIN;2,0;440,0;1,2;No;No;11;65;1,1;52.0
347;GALAUSDT;2026-02-04 14:46;2026-02-04 14:56;0,004637305000000001;0,0047114999999999995;1,59;UP;0,004706;VA Breakout;0,004706;0;0,0;0,0;WIN;2,0;442,0;1,11;No;No;11;56;0,9;60.0
348;XRPUSDT;2026-02-04 14:47;2026-02-04 16:02;1,5223015;1,5474915;1,64;UP;1,5457;VA Breakout;1,5457;0;1,53;1,56;LOSS;-1,0;441,0;0,89;No;No;76;58;0,9;36.0
349;ETHUSDT;2026-02-04 14:52;2026-02-04 16:21;2125,0023499999998;2173,78;2,27;UP;2169,9;VA Breakout;2169,9;0;2146,08;2193,72;LOSS;-1,0;440,0;0,99;No;No;90;78;1,3;57.0
350;TRXUSDT;2026-02-04 15:27;2026-02-04 15:42;0,2839462;0,28448014999999993;0,19;DOWN;0,28403;VA Breakout;0,28403;0;0,28;0,28;WIN;2,0;442,0;45,81;Si;Si;16;45;0,7;65.0
351;XRPUSDT;2026-02-04 16:02;2026-02-04 16:44;1,5334675;1,547059;0,88;DOWN;1,5318;VA Breakout;1,5318;0;1,55;1,52;WIN;2,0;444,0;26,4;Si;Si;43;55;0,9;62.0
352;SOLUSDT;2026-02-04 16:06;2026-02-04 16:44;92,80930000000001;94,72510000000001;2,04;DOWN;92,56;VA Breakout;92,56;0;93,61;91,51;WIN;2,0;446,0;23,97;Si;Si;39;107;1,8;58.0
353;DOGEUSDT;2026-02-04 16:14;2026-02-04 16:44;0,10387;0,1051395;1,21;DOWN;0,10401;VA Breakout;0,10401;0;0,1;0,1;WIN;2,0;448,0;26,54;Si;Si;31;70;1,1;42.0
354;ETHUSDT;2026-02-04 16:15;2026-02-04 16:21;2158,4;2182,49205;1,11;DOWN;2160,61;VA Breakout;2160,61;0;2175,13;2146,09;WIN;2,0;450,0;28,95;Si;Si;7;72;1,2;46.0
355;TRBUSDT;2026-02-04 16:15;2026-02-04 16:43;16,1;16,284665;1,14;DOWN;16,135;VA Breakout;16,135;0;16,23;16,04;WIN;2,0;452,0;41,43;Si;Si;29;72;1,2;45.0
356;ADAUSDT;2026-02-04 16:15;2026-02-04 16:48;0,2877;0,2918274999999999;1,42;DOWN;0,2881;VA Breakout;0,2881;0;0,29;0,28;WIN;2,0;454,0;15,32;Si;Si;34;69;1,1;42.0
357;BTCUSDT;2026-02-04 16:42;2026-02-04 16:48;73020,4095;73859,14249999999;1,14;DOWN;73025,2;VA Breakout;73025,2;0;73782,6;72267,8;WIN;2,0;456,0;17,35;Si;Si;7;96;1,6;61.0
358;GALAUSDT;2026-02-04 16:42;2026-02-04 17:05;0,004665765;0,004757475;1,95;DOWN;0,004677;VA Breakout;0,004677;0;0,0;0,0;WIN;2,0;458,0;16,36;Si;Si;24;111;1,8;55.0
359;SUIUSDT;2026-02-04 16:42;2026-02-04 17:05;1,0831685000000002;1,1045435;1,95;DOWN;1,0856;VA Breakout;1,0856;0;1,1;1,07;WIN;2,0;460,0;15,97;Si;Si;24;97;1,6;58.0
360;TRBUSDT;2026-02-04 16:43;2026-02-04 16:48;16,042535;16,114839999999997;0,45;DOWN;16,031;VA Breakout;16,031;0;16,1;15,96;WIN;2,0;462,0;57,05;Si;Si;6;23;0,4;65.0
361;ADAUSDT;2026-02-04 16:43;2026-02-04 16:48;0,28583449999999994;0,287527;0,59;DOWN;0,2855;VA Breakout;0,2855;0;0,29;0,28;WIN;2,0;464,0;39,64;Si;Si;6;27;0,4;64.0
362;ETHUSDT;2026-02-04 18:24;2026-02-04 20:10;2113,014;2146,9080499999995;1,59;UP;2147,55;VA Breakout;2147,55;0;2126,45;2168,65;WIN;2,0;466,0;1,3;No;No;107;49;0,8;58.0
363;BTCUSDT;2026-02-04 19:08;2026-02-04 19:14;73021,2;73561,3745;0,74;DOWN;73102,4;VA Breakout;73102,4;0;73473,06;72731,74;WIN;2,0;468,0;35,65;Si;Si;7;45;0,7;62.0
364;XRPUSDT;2026-02-04 19:32;2026-02-04 19:36;1,5002645;1,5269290000000002;1,76;DOWN;1,5043;VA Breakout;1,5043;0;1,51;1,5;WIN;2,0;470,0;47,42;Si;Si;5;103;1,7;38.0
365;SOLUSDT;2026-02-04 19:32;2026-02-04 19:33;91,66779999999999;92,94170000000001;1,38;DOWN;91,88;VA Breakout;91,88;0;92,14;91,62;WIN;2,0;472,0;94,59;Si;Si;2;68;1,1;61.0
366;TRBUSDT;2026-02-04 19:47;2026-02-04 19:50;15,992955000000002;16,161525;1,05;DOWN;16,062;VA Breakout;16,062;0;16,11;16,02;LOSS;-1,0;471,0;90,7;Si;Si;4;84;1,4;50.0
367;ETHUSDT;2026-02-04 20:08;2026-02-04 20:09;2134,1879499999995;2166,69155;1,51;UP;2160,48;VA Breakout;2160,48;0;2154,44;2166,52;WIN;2,0;473,0;2,4;Si;No;2;104;1,7;59.0
368;SOLUSDT;2026-02-04 20:08;2026-02-04 20:09;91,53225;92,17975;0,7;UP;92,09;VA Breakout;92,09;0;91,93;92,25;WIN;2,0;475,0;8,68;Si;Si;2;30;0,5;51.0
369;ADAUSDT;2026-02-04 20:08;2026-02-04 20:16;0,2846929999999999;0,2882925;1,26;UP;0,288;VA Breakout;0,288;0;0,29;0,29;LOSS;-1,0;474,0;1,25;No;No;9;104;1,7;61.0
370;DOGEUSDT;2026-02-04 20:10;2026-02-04 20:15;0,10320295;0,10461445000000003;1,36;UP;0,10435;VA Breakout;0,10435;0;0,1;0,1;LOSS;-1,0;473,0;1,5;No;No;6;104;1,7;61.0
371;SUIUSDT;2026-02-04 20:16;2026-02-04 21:17;1,0774;1,093821;1,51;DOWN;1,0798;VA Breakout;1,0798;0;1,09;1,07;WIN;2,0;475,0;22,46;Si;Si;62;105;1,7;60.0
372;GALAUSDT;2026-02-04 20:17;2026-02-04 20:27;0,004631;0,004699845000000001;1,48;DOWN;0,004627;VA Breakout;0,004627;0;0,0;0,0;LOSS;-1,0;474,0;27,02;Si;Si;11;112;1,9;60.0
373;ETHUSDT;2026-02-04 21:02;2026-02-04 21:02;2143,0118;2159,88135;0,78;DOWN;2142,86;VA Breakout;2142,86;0;2152,04;2133,68;LOSS;-1,0;473,0;43,83;Si;Si;1;22;0,3;64.0
374;BTCUSDT;2026-02-04 21:02;2026-02-04 21:15;72315,31149999998;72717,18849999999;0,55;DOWN;72239,3;VA Breakout;72239,3;0;72600,16;71878,44;WIN;2,0;475,0;34,23;Si;Si;14;20;0,3;64.0
375;SOLUSDT;2026-02-04 21:11;2026-02-04 21:13;91,26;92,339;1,18;DOWN;91,62;VA Breakout;91,62;0;92,08;91,16;WIN;2,0;477,0;52,65;Si;Si;3;32;0,5;40.0
376;XRPUSDT;2026-02-04 21:47;2026-02-04 22:40;1,4556;1,4828225000000002;1,85;DOWN;1,4643;VA Breakout;1,4643;0;1,49;1,44;WIN;2,0;479,0;16,52;Si;Si;54;68;1,1;58.0
377;GALAUSDT;2026-02-04 21:47;2026-02-04 21:51;0,004589;0,004668040000000001;1,71;DOWN;0,004624;VA Breakout;0,004624;0;0,0;0,0;WIN;2,0;481,0;46,07;Si;Si;5;67;1,1;60.0
378;ADAUSDT;2026-02-04 21:48;2026-02-04 21:59;0,2835;0,2887295;1,83;DOWN;0,2855;VA Breakout;0,2855;0;0,29;0,28;WIN;2,0;483,0;76,93;Si;Si;12;67;1,1;60.0
379;DOGEUSDT;2026-02-04 21:54;2026-02-04 21:59;0,1026;0,10419;1,54;DOWN;0,10313;VA Breakout;0,10313;0;0,1;0,1;WIN;2,0;485,0;51,08;Si;Si;6;74;1,2;56.0
380;SUIUSDT;2026-02-04 21:59;2026-02-04 22:10;1,0667;1,0881349999999999;1,99;DOWN;1,069;VA Breakout;1,069;0;1,08;1,06;LOSS;-1,0;484,0;32,05;Si;Si;12;67;1,1;59.0
381;TRBUSDT;2026-02-04 23:40;2026-02-05 00:22;15,843;15,98148;0,87;UP;15,989;VA Breakout;15,989;0;15,88;16,1;LOSS;-1,0;483,0;1,53;No;No;43;82;1,4;63.0
382;DOGEUSDT;2026-02-04 23:40;2026-02-04 23:44;0,10155;0,10338214999999998;1,79;DOWN;0,10211;VA Breakout;0,10211;0;0,1;0,1;LOSS;-1,0;482,0;29,68;Si;Si;5;83;1,4;59.0
383;ETHUSDT;2026-02-04 23:41;2026-02-05 00:20;2077,09;2124,4856;2,26;UP;2117,5;VA Breakout;2117,5;0;2087,69;2147,31;LOSS;-1,0;481,0;1,38;No;No;40;84;1,4;58.0
384;SOLUSDT;2026-02-04 23:41;2026-02-05 00:20;90,28;91,62;1,47;UP;91,43;VA Breakout;91,43;0;90,77;92,09;LOSS;-1,0;480,0;3,08;Si;Si;40;83;1,4;61.0
385;ADAUSDT;2026-02-04 23:41;2026-02-05 00:08;0,2812;0,28511949999999997;1,38;UP;0,284;VA Breakout;0,284;0;0,28;0,29;LOSS;-1,0;479,0;1,16;No;No;28;74;1,2;61.0
386;BTCUSDT;2026-02-04 23:55;2026-02-05 00:20;70646,2;71945,98400000003;1,82;DOWN;70887,7;VA Breakout;70887,7;0;71260,47;70514,93;WIN;2,0;481,0;29,51;Si;Si;26;113;1,9;55.0
387;ADAUSDT;2026-02-05 00:18;2026-02-05 00:22;0,2818;0,28390649999999995;0,74;DOWN;0,2821;VA Breakout;0,2821;0;0,28;0,28;WIN;2,0;483,0;42,69;Si;Si;5;27;0,4;63.0
388;GALAUSDT;2026-02-05 00:19;2026-02-05 00:41;0,004527125000000001;0,004601;1,62;DOWN;0,004529;VA Breakout;0,004529;0;0,0;0,0;LOSS;-1,0;482,0;22,06;Si;Si;23;110;1,8;46.0
389;SUIUSDT;2026-02-05 00:20;2026-02-05 00:24;1,0519;1,071788;1,87;DOWN;1,0552;VA Breakout;1,0552;0;1,07;1,04;WIN;2,0;484,0;25,51;Si;Si;5;113;1,9;49.0
390;XRPUSDT;2026-02-05 00:21;2026-02-05 00:37;1,4359465;1,456;1,39;DOWN;1,437;VA Breakout;1,437;0;1,45;1,43;LOSS;-1,0;483,0;30,23;Si;Si;17;113;1,9;61.0
391;BTCUSDT;2026-02-05 02:00;2026-02-05 02:02;70353,13100000001;71013,01250000001;0,93;UP;70983,1;VA Breakout;70983,1;0;70580,09;71386,11;WIN;2,0;485,0;2,37;Si;No;3;76;1,2;56.0
392;ETHUSDT;2026-02-05 02:01;2026-02-05 04:08;2075,18;2097,4992500000008;1,07;UP;2104,3;VA Breakout;2104,3;0;2074,79;2133,81;WIN;2,0;487,0;1,84;No;No;128;58;0,9;63.0
393;TRXUSDT;2026-02-05 02:01;2026-02-05 03:02;0,27988209999999997;0,2806546;0,28;UP;0,28087;VA Breakout;0,28087;0;0,28;0,28;LOSS;-1,0;486,0;0,84;No;No;62;55;0,9;66.0
394;SOLUSDT;2026-02-05 02:01;2026-02-05 04:08;89,61179999999997;90,56894999999999;1,06;UP;91,1;VA Breakout;91,1;0;89,36;92,84;WIN;2,0;488,0;1,35;No;No;128;58;0,9;63.0
395;DOGEUSDT;2026-02-05 02:01;2026-02-05 05:06;0,10083;0,1016832;0,84;UP;0,10192;VA Breakout;0,10192;0;0,1;0,1;LOSS;-1,0;487,0;0,86;No;No;186;56;0,9;64.0
396;SOLUSDT;2026-02-05 03:26;2026-02-05 03:27;90,51;91,6538;1,26;UP;91,49;VA Breakout;91,49;0;91,05;91,93;WIN;2,0;489,0;4,42;Si;Si;2;67;1,1;61.0
397;GALAUSDT;2026-02-05 03:28;2026-02-05 03:31;0,004501705;0,004541855;0,89;UP;0,004537;VA Breakout;0,004537;0;0,0;0,0;WIN;2,0;491,0;2,1;Si;No;4;48;0,8;44.0
398;SUIUSDT;2026-02-05 03:30;2026-02-05 03:59;1,0410285;1,0570565;1,53;UP;1,0508;VA Breakout;1,0508;0;1,04;1,06;LOSS;-1,0;490,0;0,57;No;No;30;74;1,2;60.0
399;DOGEUSDT;2026-02-05 03:30;2026-02-05 04:16;0,10101244999999999;0,1026605;1,62;UP;0,10191;VA Breakout;0,10191;0;0,1;0,1;WIN;2,0;492,0;1,03;No;No;47;70;1,1;60.0
400;ADAUSDT;2026-02-05 03:31;2026-02-05 05:05;0,2788;0,2827685000000001;1,41;UP;0,2821;VA Breakout;0,2821;0;0,28;0,29;LOSS;-1,0;491,0;0,62;No;No;95;71;1,2;61.0
401;TRXUSDT;2026-02-05 04:02;2026-02-05 04:07;0,2799008;0,28046;0,2;UP;0,28058;VA Breakout;0,28058;0;0,28;0,28;WIN;2,0;493,0;1,68;No;No;6;60;1,0;66.0
402;ETHUSDT;2026-02-05 04:05;2026-02-05 04:08;2090,39;2122,9384;1,55;UP;2118,11;VA Breakout;2118,11;0;2112,49;2123,73;WIN;2,0;495,0;7,19;Si;Si;4;125;2,1;54.0
403;BTCUSDT;2026-02-05 04:06;2026-02-05 04:16;70978,804;71488,26500000001;0,72;UP;71428,5;VA Breakout;71428,5;0;70985,62;71871,38;WIN;2,0;497,0;1,15;No;No;11;45;0,7;48.0
404;GALAUSDT;2026-02-05 04:06;2026-02-05 04:06;0,0045375549999999995;0,004561740000000001;0,53;UP;0,004557;VA Breakout;0,004557;0;0,0;0,0;WIN;2,0;499,0;14,07;Si;Si;1;26;0,4;57.0
405;SOLUSDT;2026-02-05 04:06;2026-02-05 04:06;91,6081;92,33064999999999;0,79;UP;92,25;VA Breakout;92,25;0;92,06;92,44;LOSS;-1,0;498,0;6,19;Si;Si;1;36;0,6;63.0
406;XRPUSDT;2026-02-05 04:08;2026-02-05 04:32;1,4258105;1,4477385;1,53;UP;1,4407;VA Breakout;1,4407;0;1,43;1,45;LOSS;-1,0;497,0;7,69;Si;Si;25;100;1,6;60.0
407;ADAUSDT;2026-02-05 04:08;2026-02-05 04:33;0,28030800000000006;0,28254599999999996;0,8;UP;0,2827;VA Breakout;0,2827;0;0,28;0,29;LOSS;-1,0;496,0;0,58;No;No;26;38;0,6;63.0
408;DOGEUSDT;2026-02-05 04:08;2026-02-05 04:38;0,10167;0,10226864999999999;0,59;UP;0,10253;VA Breakout;0,10253;0;0,1;0,1;LOSS;-1,0;495,0;0,5;No;No;31;25;0,4;64.0
409;SUIUSDT;2026-02-05 04:21;2026-02-05 05:05;1,0422029999999998;1,0518;0,92;DOWN;1,0428;VA Breakout;1,0428;0;1,05;1,04;WIN;2,0;497,0;40,3;Si;Si;45;33;0,5;63.0
410;XRPUSDT;2026-02-05 05:02;2026-02-05 05:05;1,4098380000000001;1,4214265000000001;0,82;DOWN;1,4109;VA Breakout;1,4109;0;1,42;1,4;WIN;2,0;499,0;44,28;Si;Si;4;28;0,5;51.0
411;DOGEUSDT;2026-02-05 05:02;2026-02-05 05:05;0,1013727;0,10203665;0,65;DOWN;0,1014;VA Breakout;0,1014;0;0,1;0,1;WIN;2,0;501,0;51,58;Si;Si;4;30;0,5;63.0
412;SOLUSDT;2026-02-05 05:03;2026-02-05 05:08;92,17594999999999;92,92875;0,81;DOWN;92,13;VA Breakout;92,13;0;92,57;91,69;WIN;2,0;503,0;56,57;Si;Si;6;42;0,7;62.0
413;ADAUSDT;2026-02-05 05:03;2026-02-05 05:06;0,27901750000000003;0,280704;0,6;DOWN;0,2793;VA Breakout;0,2793;0;0,28;0,28;WIN;2,0;505,0;53,15;Si;Si;4;32;0,5;64.0
414;GALAUSDT;2026-02-05 05:04;2026-02-05 05:06;0,004516;0,004544840000000001;0,64;DOWN;0,00452;VA Breakout;0,00452;0;0,0;0,0;WIN;2,0;507,0;57,74;Si;Si;3;33;0,5;50.0
415;SUIUSDT;2026-02-05 05:04;2026-02-05 05:05;1,03572;1,043213;0,72;DOWN;1,0374;VA Breakout;1,0374;0;1,04;1,04;WIN;2,0;509,0;222,63;Si;Si;2;33;0,5;42.0
416;ETHUSDT;2026-02-05 05:41;2026-02-05 05:52;2121,3515;2144,1256500000004;1,07;DOWN;2124,5;VA Breakout;2124,5;0;2142,62;2106,38;WIN;2,0;511,0;21,2;Si;Si;12;84;1,4;63.0
417;BTCUSDT;2026-02-05 05:41;2026-02-05 05:48;71261,531;71905,134;0,9;DOWN;71397,6;VA Breakout;71397,6;0;71624,82;71170,38;WIN;2,0;513,0;50,65;Si;Si;8;90;1,5;62.0
418;TRBUSDT;2026-02-05 05:41;2026-02-05 05:48;15,977;16,064065000000003;0,54;DOWN;15,977;VA Breakout;15,977;0;16,04;15,91;WIN;2,0;515,0;56,89;Si;Si;8;59;1,0;65.0
419;BTCUSDT;2026-02-05 07:10;2026-02-05 07:16;70089,6;70567,63450000001;0,68;DOWN;70144,9;VA Breakout;70144,9;0;70653,74;69636,06;WIN;2,0;517,0;20,16;Si;Si;7;28;0,5;47.0
420;ETHUSDT;2026-02-05 07:14;2026-02-05 07:15;2070,87;2090,7770500000006;0,96;DOWN;2070,6;VA Breakout;2070,6;0;2082,31;2058,89;WIN;2,0;519,0;28,2;Si;Si;2;28;0,5;63.0
421;GALAUSDT;2026-02-05 07:15;2026-02-05 07:28;0,0043976300000000005;0,004436239999999999;0,87;DOWN;0,004396;VA Breakout;0,004396;0;0,0;0,0;LOSS;-1,0;518,0;32,62;Si;Si;14;26;0,4;64.0
422;ADAUSDT;2026-02-05 07:15;2026-02-05 07:28;0,27076;0,27342900000000003;0,98;DOWN;0,2708;VA Breakout;0,2708;0;0,27;0,27;LOSS;-1,0;517,0;23,22;Si;Si;14;30;0,5;63.0
423;DOGEUSDT;2026-02-05 07:15;2026-02-05 08:07;0,09828879999999998;0,0991605;0,88;DOWN;0,09818;VA Breakout;0,09818;0;0,1;0,1;LOSS;-1,0;516,0;20,84;Si;Si;53;29;0,5;63.0
424;TRBUSDT;2026-02-05 07:16;2026-02-05 07:20;15,541150000000002;15,66257;0,78;DOWN;15,524;VA Breakout;15,524;0;15,64;15,41;WIN;2,0;518,0;29,35;Si;Si;5;27;0,4;64.0
425;TRXUSDT;2026-02-05 08:05;2026-02-05 09:32;0,27722115;0,27797009999999994;0,27;UP;0,27815;VA Breakout;0,27815;0;0,28;0,28;WIN;2,0;520,0;1,74;No;No;88;45;0,7;69.0
426;XRPUSDT;2026-02-05 08:15;2026-02-05 08:23;1,3532;1,3771;1,75;DOWN;1,3574;VA Breakout;1,3574;0;1,36;1,35;WIN;2,0;522,0;32,05;Si;Si;9;93;1,5;41.0
427;TRBUSDT;2026-02-05 08:45;2026-02-05 08:46;15,391;15,58;1,22;DOWN;15,417;VA Breakout;15,417;0;15,49;15,35;WIN;2,0;524,0;47,28;Si;Si;2;80;1,3;51.0
428;SOLUSDT;2026-02-05 08:59;2026-02-05 09:03;88,01190000000003;89,96680000000002;2,2;DOWN;88,45;VA Breakout;88,45;0;89,99;86,91;LOSS;-1,0;523,0;13,7;Si;Si;5;94;1,6;36.0
429;DOGEUSDT;2026-02-05 09:23;2026-02-05 09:31;0,09783195;0,0992;1,39;UP;0,09895;VA Breakout;0,09895;0;0,1;0,1;WIN;2,0;525,0;4,33;Si;Si;9;118;1,9;53.0
430;TRXUSDT;2026-02-05 09:25;2026-02-05 09:33;0,277531;0,27842;0,32;UP;0,27839;VA Breakout;0,27839;0;0,28;0,28;WIN;2,0;527,0;1,74;No;No;9;57;0,9;67.0
431;ADAUSDT;2026-02-05 09:25;2026-02-05 09:33;0,26917699999999994;0,2739;1,74;UP;0,273;VA Breakout;0,273;0;0,27;0,28;WIN;2,0;529,0;5,07;Si;Si;9;118;1,9;56.0
432;BTCUSDT;2026-02-05 09:31;2026-02-05 09:39;69152,55900000001;70413,8;1,81;UP;69986,0;VA Breakout;69986,0;0;69280,73;70691,27;WIN;2,0;531,0;2,46;Si;No;9;123;2,0;60.0
433;ETHUSDT;2026-02-05 09:33;2026-02-05 09:39;2045,7653999999998;2090,91;2,18;UP;2076,14;VA Breakout;2076,14;0;2052,13;2100,15;WIN;2,0;533,0;3,43;Si;Si;7;125;2,1;41.0
434;GALAUSDT;2026-02-05 09:33;2026-02-05 09:35;0,004369425;0,004461;2,07;UP;0,004428;VA Breakout;0,004428;0;0,0;0,0;WIN;2,0;535,0;1,39;No;No;3;128;2,1;49.0
435;XRPUSDT;2026-02-05 09:34;2026-02-05 09:39;1,3469725000000001;1,3727;1,89;UP;1,3688;VA Breakout;1,3688;0;1,35;1,38;WIN;2,0;537,0;12,11;Si;Si;6;64;1,1;60.0
436;SOLUSDT;2026-02-05 09:34;2026-02-05 09:55;88,92770000000002;90,53;1,79;UP;90,42;VA Breakout;90,42;0;89,31;91,53;LOSS;-1,0;536,0;0,89;No;No;22;31;0,5;60.0
437;SUIUSDT;2026-02-05 09:37;2026-02-05 09:57;0,9835280000000001;1,0149009999999998;3,14;UP;1,0154;VA Breakout;1,0154;0;0,99;1,04;LOSS;-1,0;535,0;0,56;No;No;21;164;2,7;57.0
438;XRPUSDT;2026-02-05 12:01;2026-02-05 12:09;1,2701;1,3114;3,2;DOWN;1,2715;VA Breakout;1,2715;0;1,3;1,24;WIN;2,0;537,0;5,17;Si;Si;9;68;1,1;42.0
439;TRBUSDT;2026-02-05 12:05;2026-02-05 12:12;14,68228;15,12761;2,99;DOWN;14,734;VA Breakout;14,734;0;14,94;14,53;WIN;2,0;539,0;12,58;Si;Si;8;70;1,1;41.0
440;GALAUSDT;2026-02-05 12:06;2026-02-05 12:19;0,004158475000000001;0,004292735;3,18;DOWN;0,004179;VA Breakout;0,004179;0;0,0;0,0;WIN;2,0;541,0;13,69;Si;Si;14;70;1,1;51.0
441;SUIUSDT;2026-02-05 12:06;2026-02-05 12:10;0,9481185;0,980371;3,34;DOWN;0,953;VA Breakout;0,953;0;0,96;0,95;WIN;2,0;543,0;22,99;Si;Si;5;72;1,2;57.0
442;SOLUSDT;2026-02-05 12:06;2026-02-05 12:19;83,5078;86,06835;3,02;DOWN;84,53;VA Breakout;84,53;0;85,92;83,14;WIN;2,0;545,0;12,4;Si;Si;14;90;1,5;58.0
443;DOGEUSDT;2026-02-05 12:06;2026-02-05 12:20;0,09273634999999998;0,09544470000000001;2,88;DOWN;0,09303;VA Breakout;0,09303;0;0,09;0,09;WIN;2,0;547,0;8,75;Si;Si;15;70;1,1;59.0
444;BTCUSDT;2026-02-05 12:09;2026-02-05 12:57;66836,18900000001;68548,0;2,53;DOWN;67346,6;VA Breakout;67346,6;0;68398,6;66294,6;WIN;2,0;549,0;7,09;Si;Si;49;73;1,2;62.0
445;ADAUSDT;2026-02-05 12:09;2026-02-05 12:26;0,2588125;0,267339;3,24;DOWN;0,2591;VA Breakout;0,2591;0;0,26;0,25;LOSS;-1,0;548,0;9,21;Si;Si;18;72;1,2;57.0
