sep=;
# Multi-simbolo: ETHUSDT, XRPUSDT, BTCUSDT, TRXUSDT, GALAUSDT, SUIUSDT, TRBUSDT, SOLUSDT, ADAUSDT, DOGEUSDT
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 6, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "va_breakout", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "zone_opposite", "atr_dyn_period": 100, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.5, "atr_dyn_min_bars": 20, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 30, "ttm_kc_multiplier": 1, "ttm_min_squeeze_bars": 10, "use_bbwp_scoring": false, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 30, "use_continuation_score": false, "sl_poc_buffer_pct": 50, "vp_bins_per_zone": 30, "tp_rr_ratio": 1}
# Fecha: 2026-02-08T08:53:30.852824
zona_num;simbolo;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;sl_price;tp_price;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
101;XRPUSDT;2026-02-02 12:41;2026-02-02 14:54;1,6257439999999999;1,6557;1,83;DOWN;1,6378;VA Breakout;1,6378;0;1,65;1,62;WIN;2,0;109,0;40,33;Si;Si;134;171;2,8;58.0
102;GALAUSDT;2026-02-02 13:31;2026-02-02 13:32;0,0048171;0,004842465;0,53;UP;0,004842;VA Breakout;0,004842;0;0,0;0,0;WIN;2,0;111,0;9,17;Si;Si;2;37;0,6;64.0
103;SUIUSDT;2026-02-02 13:31;2026-02-02 15:35;1,1411;1,1614229999999999;1,77;DOWN;1,147;VA Breakout;1,147;0;1,16;1,14;WIN;2,0;113,0;36,4;Si;Si;125;183;3,0;59.0
104;ADAUSDT;2026-02-02 13:32;2026-02-02 15:39;0,297717;0,3026825;1,65;UP;0,3022;VA Breakout;0,3022;0;0,3;0,31;LOSS;-1,0;112,0;0,87;No;No;128;215;3,6;60.0
105;DOGEUSDT;2026-02-02 13:32;2026-02-02 14:37;0,10779;0,10870755;0,85;UP;0,10854;VA Breakout;0,10854;0;0,11;0,11;LOSS;-1,0;111,0;2,57;Si;No;66;53;0,9;63.0
106;ADAUSDT;2026-02-02 14:24;2026-02-02 14:34;0,30113899999999993;0,303068;0,64;DOWN;0,3013;VA Breakout;0,3013;0;0,3;0,3;WIN;2,0;113,0;112,11;Si;Si;11;48;0,8;57.0
107;XRPUSDT;2026-02-02 14:29;2026-02-02 14:47;1,6341;1,6464405000000002;0,75;DOWN;1,6348;VA Breakout;1,6348;0;1,64;1,63;WIN;2,0;115,0;56,34;Si;Si;19;112;1,9;32.0
108;XRPUSDT;2026-02-02 15:33;2026-02-02 15:59;1,6187;1,6331445;0,89;DOWN;1,621;VA Breakout;1,621;0;1,63;1,61;WIN;2,0;117,0;60,5;Si;Si;27;61;1,0;59.0
109;GALAUSDT;2026-02-02 15:33;2026-02-02 16:01;0,004792;0,004865345;1,52;DOWN;0,004795;VA Breakout;0,004795;0;0,0;0,0;LOSS;-1,0;116,0;49,63;Si;Si;29;120;2,0;60.0
110;SUIUSDT;2026-02-02 15:33;2026-02-02 16:03;1,1387;1,1526985;1,22;DOWN;1,1393;VA Breakout;1,1393;0;1,15;1,13;LOSS;-1,0;115,0;51,15;Si;Si;31;120;2,0;57.0
111;ADAUSDT;2026-02-02 15:33;2026-02-02 15:39;0,29961299999999996;0,3012;0,53;DOWN;0,2997;VA Breakout;0,2997;0;0,3;0,3;WIN;2,0;117,0;77,27;Si;Si;7;64;1,1;54.0
112;ETHUSDT;2026-02-02 15:59;2026-02-02 17:07;2309,8611499999997;2360,6387999999997;2,17;DOWN;2319,86;VA Breakout;2319,86;0;2349,97;2289,75;LOSS;-1,0;116,0;19,25;Si;Si;69;201;3,3;32.0
113;SUIUSDT;2026-02-02 15:59;2026-02-02 16:03;1,1353520000000001;1,1415;0,54;UP;1,1407;VA Breakout;1,1407;0;1,14;1,15;WIN;2,0;118,0;4,86;Si;Si;5;27;0,4;51.0
114;SOLUSDT;2026-02-02 15:59;2026-02-03 09:51;103,19125;105,88719999999999;2,58;DOWN;103,75;VA Breakout;103,75;0;106,02;101,48;WIN;2,0;120,0;16,03;Si;Si;1073;339;5,6;55.0
115;GALAUSDT;2026-02-02 16:00;2026-02-02 16:01;0,0047848000000000005;0,004811;0,55;UP;0,004807;VA Breakout;0,004807;0;0,0;0,0;WIN;2,0;122,0;11,96;Si;Si;2;28;0,5;64.0
116;TRBUSDT;2026-02-02 16:00;2026-02-02 16:02;16,02553;16,09;0,4;UP;16,078;VA Breakout;16,078;0;16,04;16,11;WIN;2,0;124,0;17,96;Si;Si;3;29;0,5;65.0
117;DOGEUSDT;2026-02-02 16:06;2026-02-02 17:12;0,10691175;0,1085626;1,53;UP;0,10793;VA Breakout;0,10793;0;0,11;0,11;WIN;2,0;126,0;4,2;Si;Si;67;139;2,3;45.0
118;XRPUSDT;2026-02-02 16:35;2026-02-02 17:06;1,6125;1,62243;0,61;UP;1,6221;VA Breakout;1,6221;0;1,62;1,63;WIN;2,0;128,0;2,32;Si;No;32;33;0,5;63.0
119;XRPUSDT;2026-02-02 17:05;2026-02-02 17:11;1,619153;1,6265319999999999;0,45;UP;1,6262;VA Breakout;1,6262;0;1,62;1,63;WIN;2,0;130,0;1,83;No;No;7;33;0,5;60.0
120;ETHUSDT;2026-02-02 17:31;2026-02-02 19:04;2325,588849999999;2351,55;1,11;UP;2346,32;VA Breakout;2346,32;0;2335,68;2356,96;LOSS;-1,0;129,0;1,14;No;No;94;90;1,5;62.0
121;ADAUSDT;2026-02-02 18:00;2026-02-02 19:07;0,29934249999999996;0,3012655;0,64;DOWN;0,2995;VA Breakout;0,2995;0;0,3;0,3;WIN;2,0;131,0;54,72;Si;Si;68;119;2,0;63.0
122;SOLUSDT;2026-02-02 18:21;2026-02-02 19:01;104,2338;105,103;0,83;DOWN;104,55;VA Breakout;104,55;0;104,87;104,23;WIN;2,0;133,0;115,2;Si;Si;41;137;2,3;62.0
123;DOGEUSDT;2026-02-02 18:22;2026-02-02 19:07;0,10763640000000001;0,1086;0,89;DOWN;0,10801;VA Breakout;0,10801;0;0,11;0,11;WIN;2,0;135,0;64,83;Si;Si;46;138;2,3;59.0
124;BTCUSDT;2026-02-02 18:35;2026-02-02 18:36;78543,795;78835,6065;0,37;UP;78780,3;VA Breakout;78780,3;0;78724,12;78836,48;WIN;2,0;137,0;7,07;Si;Si;2;81;1,3;63.0
125;SUIUSDT;2026-02-02 18:35;2026-02-02 19:05;1,141593;1,1511;0,83;UP;1,1499;VA Breakout;1,1499;0;1,15;1,15;LOSS;-1,0;136,0;3,51;Si;Si;31;141;2,3;62.0
126;ETHUSDT;2026-02-02 18:38;2026-02-02 18:42;2339,1;2354,08;0,64;UP;2352,49;VA Breakout;2352,49;0;2348,55;2356,43;LOSS;-1,0;135,0;1,53;No;No;5;64;1,1;56.0
127;XRPUSDT;2026-02-02 19:00;2026-02-02 19:02;1,6164650000000003;1,6280335;0,71;DOWN;1,6192;VA Breakout;1,6192;0;1,62;1,62;WIN;2,0;137,0;168,1;Si;Si;3;106;1,8;51.0
128;GALAUSDT;2026-02-02 19:00;2026-02-02 19:07;0,004793;0,00484;0,98;DOWN;0,0048;VA Breakout;0,0048;0;0,0;0,0;WIN;2,0;139,0;42,94;Si;Si;8;180;3,0;62.0
129;TRBUSDT;2026-02-02 19:03;2026-02-02 19:04;16,125;16,161210000000004;0,22;DOWN;16,132;VA Breakout;16,132;0;16,16;16,11;WIN;2,0;141,0;152,02;Si;Si;2;24;0,4;64.0
130;ADAUSDT;2026-02-02 19:05;2026-02-02 19:12;0,29839800000000005;0,2998085;0,47;DOWN;0,2984;VA Breakout;0,2984;0;0,3;0,3;WIN;2,0;143,0;104,83;Si;Si;8;66;1,1;61.0
131;BTCUSDT;2026-02-02 19:57;2026-02-02 20:02;78743,963;78965,2;0,28;UP;78984,5;VA Breakout;78984,5;0;78835,42;79133,58;WIN;2,0;145,0;1,3;No;No;6;31;0,5;63.0
132;ADAUSDT;2026-02-02 21:05;2026-02-02 21:11;0,29783400000000004;0,2998;0,66;DOWN;0,2985;VA Breakout;0,2985;0;0,3;0,3;WIN;2,0;147,0;58,14;Si;Si;7;45;0,7;61.0
133;DOGEUSDT;2026-02-02 21:06;2026-02-02 21:10;0,10744;0,10790649999999999;0,43;DOWN;0,10755;VA Breakout;0,10755;0;0,11;0,11;WIN;2,0;149,0;136,59;Si;Si;5;29;0,5;39.0
134;ETHUSDT;2026-02-02 21:07;2026-02-02 21:11;2341,5596999999993;2355,5283499999996;0,59;DOWN;2340,75;VA Breakout;2340,75;0;2351,6;2329,9;WIN;2,0;151,0;55,34;Si;Si;5;41;0,7;64.0
135;BTCUSDT;2026-02-02 21:07;2026-02-02 21:10;78703,3975;79016,99399999999;0,4;DOWN;78733,1;VA Breakout;78733,1;0;78908,46;78557,74;WIN;2,0;153,0;107,47;Si;Si;4;51;0,8;63.0
136;XRPUSDT;2026-02-02 21:10;2026-02-02 21:10;1,6071805;1,6171;0,62;DOWN;1,6078;VA Breakout;1,6078;0;1,61;1,61;LOSS;-1,0;152,0;256,63;Si;Si;1;40;0,7;63.0
137;TRXUSDT;2026-02-02 22:55;2026-02-02 22:57;0,28272955;0,28308;0,12;UP;0,28303;VA Breakout;0,28303;0;0,28;0,28;WIN;2,0;154,0;17,01;Si;Si;3;40;0,7;66.0
138;DOGEUSDT;2026-02-02 23:39;2026-02-02 23:41;0,10679185;0,107508;0,67;UP;0,10746;VA Breakout;0,10746;0;0,11;0,11;WIN;2,0;156,0;12,48;Si;Si;3;65;1,1;63.0
139;ETHUSDT;2026-02-02 23:40;2026-02-02 23:42;2331,3457;2348,4570499999995;0,73;UP;2346,09;VA Breakout;2346,09;0;2339,12;2353,06;WIN;2,0;158,0;1,14;No;No;3;43;0,7;64.0
140;XRPUSDT;2026-02-02 23:40;2026-02-03 00:19;1,6027959999999999;1,6161429999999999;0,83;UP;1,6181;VA Breakout;1,6181;0;1,61;1,63;LOSS;-1,0;157,0;1,61;No;No;40;68;1,1;62.0
141;ADAUSDT;2026-02-03 00:09;2026-02-03 00:12;0,3002;0,30184550000000004;0,55;DOWN;0,3004;VA Breakout;0,3004;0;0,3;0,3;WIN;2,0;159,0;65,25;Si;Si;4;29;0,5;60.0
142;ADAUSDT;2026-02-03 00:53;2026-02-03 00:55;0,29844000000000004;0,2997445;0,44;DOWN;0,2986;VA Breakout;0,2986;0;0,3;0,3;WIN;2,0;161,0;122,82;Si;Si;3;30;0,5;48.0
143;DOGEUSDT;2026-02-03 00:53;2026-02-03 00:55;0,1068781;0,10729525000000002;0,39;DOWN;0,1069;VA Breakout;0,1069;0;0,11;0,11;WIN;2,0;163,0;115,55;Si;Si;3;42;0,7;52.0
144;GALAUSDT;2026-02-03 00:54;2026-02-03 00:58;0,004777915;0,0047942950000000005;0,34;DOWN;0,004775;VA Breakout;0,004775;0;0,0;0,0;WIN;2,0;165,0;91,88;Si;Si;5;29;0,5;65.0
145;TRBUSDT;2026-02-03 00:54;2026-02-03 01:07;16,105869999999996;16,191;0,53;DOWN;16,11;VA Breakout;16,11;0;16,19;16,03;WIN;2,0;167,0;52,11;Si;Si;14;39;0,6;65.0
146;ETHUSDT;2026-02-03 00:55;2026-02-03 01:07;2319,42405;2328,5285;0,39;DOWN;2317,82;VA Breakout;2317,82;0;2329,08;2306,56;WIN;2,0;169,0;51,27;Si;Si;13;23;0,4;65.0
147;XRPUSDT;2026-02-03 00:55;2026-02-03 01:07;1,6082764999999999;1,6154045;0,44;DOWN;1,6071;VA Breakout;1,6071;0;1,62;1,6;WIN;2,0;171,0;60,17;Si;Si;13;43;0,7;63.0
148;SOLUSDT;2026-02-03 00:55;2026-02-03 01:05;103,75005000000002;104,15645;0,39;DOWN;103,74;VA Breakout;103,74;0;103,98;103,5;WIN;2,0;173,0;154,2;Si;Si;11;33;0,5;63.0
149;BTCUSDT;2026-02-03 00:56;2026-02-03 00:57;78281,837;78485,66849999999;0,26;DOWN;78317,6;VA Breakout;78317,6;0;78409,99;78225,22;WIN;2,0;175,0;199,49;Si;Si;2;35;0,6;55.0
150;SUIUSDT;2026-02-03 01:03;2026-02-03 01:07;1,1367;1,142493;0,51;DOWN;1,1372;VA Breakout;1,1372;0;1,14;1,13;WIN;2,0;177,0;78,89;Si;Si;5;43;0,7;37.0
151;XRPUSDT;2026-02-03 02:30;2026-02-03 02:32;1,6058814999999997;1,6165;0,66;UP;1,6135;VA Breakout;1,6135;0;1,61;1,62;WIN;2,0;179,0;4,36;Si;Si;3;63;1,0;40.0
152;SOLUSDT;2026-02-03 02:32;2026-02-03 04:11;103,59980000000002;104,3625;0,73;UP;104,36;VA Breakout;104,36;0;103,63;105,09;LOSS;-1,0;178,0;0,87;No;No;100;65;1,1;51.0
153;GALAUSDT;2026-02-03 02:34;2026-02-03 02:36;0,004766;0,004793;0,56;UP;0,004791;VA Breakout;0,004791;0;0,0;0,0;WIN;2,0;180,0;12,09;Si;Si;3;64;1,1;64.0
154;GALAUSDT;2026-02-03 03:09;2026-02-03 03:25;0,00477;0,004794339999999999;0,51;DOWN;0,004774;VA Breakout;0,004774;0;0,0;0,0;LOSS;-1,0;179,0;64,2;Si;Si;17;34;0,6;64.0
155;BTCUSDT;2026-02-03 03:10;2026-02-03 03:25;78398,40650000001;78886,81250000001;0,62;DOWN;78596,0;VA Breakout;78596,0;0;78803,45;78388,55;LOSS;-1,0;178,0;90,18;Si;Si;16;98;1,6;62.0
156;XRPUSDT;2026-02-03 03:23;2026-02-03 03:23;1,612019;1,6202699999999999;0,51;UP;1,6189;VA Breakout;1,6189;0;1,62;1,62;LOSS;-1,0;177,0;9,61;Si;Si;1;47;0,8;53.0
157;DOGEUSDT;2026-02-03 03:23;2026-02-03 03:25;0,10781;0,1084494;0,59;UP;0,10845;VA Breakout;0,10845;0;0,11;0,11;WIN;2,0;179,0;4,39;Si;Si;3;47;0,8;62.0
158;SUIUSDT;2026-02-03 03:25;2026-02-03 03:32;1,1417;1,1507650000000003;0,79;UP;1,1507;VA Breakout;1,1507;0;1,15;1,15;LOSS;-1,0;178,0;3,79;Si;Si;8;72;1,2;63.0
159;TRBUSDT;2026-02-03 03:25;2026-02-03 04:11;16,17033;16,261305;0,56;UP;16,299;VA Breakout;16,299;0;16,2;16,39;LOSS;-1,0;177,0;4,09;Si;Si;47;47;0,8;64.0
160;ETHUSDT;2026-02-03 03:26;2026-02-03 03:55;2311,81;2332,29;0,88;UP;2328,54;VA Breakout;2328,54;0;2315,35;2341,73;LOSS;-1,0;176,0;1,14;No;No;30;120;2,0;51.0
161;TRXUSDT;2026-02-03 03:43;2026-02-03 03:56;0,28344;0,28375;0,11;UP;0,28391;VA Breakout;0,28391;0;0,28;0,28;LOSS;-1,0;175,0;8,17;Si;Si;14;75;1,2;65.0
162;SOLUSDT;2026-02-03 03:49;2026-02-03 03:55;104,16;104,93635;0,74;DOWN;104,42;VA Breakout;104,42;0;104,7;104,14;WIN;2,0;177,0;132,54;Si;Si;7;76;1,2;62.0
163;ETHUSDT;2026-02-03 03:51;2026-02-03 03:58;2319,8533;2330,785999999999;0,47;DOWN;2321,59;VA Breakout;2321,59;0;2330,1;2313,08;WIN;2,0;179,0;68,31;Si;Si;8;28;0,5;41.0
164;XRPUSDT;2026-02-03 03:51;2026-02-03 04:11;1,618665;1,6249535;0,39;DOWN;1,619;VA Breakout;1,619;0;1,62;1,61;WIN;2,0;181,0;101,62;Si;Si;21;29;0,5;48.0
165;ADAUSDT;2026-02-03 03:51;2026-02-03 04:13;0,2979;0,3004415;0,85;DOWN;0,2985;VA Breakout;0,2985;0;0,3;0,3;WIN;2,0;183,0;37,06;Si;Si;23;73;1,2;63.0
166;BTCUSDT;2026-02-03 04:10;2026-02-03 04:11;78624,15400000001;78823,666;0,25;DOWN;78554,8;VA Breakout;78554,8;0;78769,14;78340,46;WIN;2,0;185,0;87,09;Si;Si;2;20;0,3;63.0
167;GALAUSDT;2026-02-03 05:02;2026-02-03 06:48;0,004732279999999999;0,004755235;0,48;UP;0,004759;VA Breakout;0,004759;0;0,0;0,0;WIN;2,0;187,0;7,35;Si;Si;107;27;0,4;64.0
168;TRBUSDT;2026-02-03 05:02;2026-02-03 05:09;16,093125000000004;16,17129;0,48;UP;16,163;VA Breakout;16,163;0;16,11;16,21;WIN;2,0;189,0;10,68;Si;Si;8;28;0,5;65.0
169;BTCUSDT;2026-02-03 05:32;2026-02-03 06:32;78131,03700000001;78563,1495;0,55;DOWN;78229,5;VA Breakout;78229,5;0;78499,37;77959,63;WIN;2,0;191,0;67,96;Si;Si;61;57;0,9;62.0
170;DOGEUSDT;2026-02-03 05:33;2026-02-03 07:02;0,10668975;0,10754854999999999;0,8;DOWN;0,10678;VA Breakout;0,10678;0;0,11;0,11;WIN;2,0;193,0;69,48;Si;Si;90;61;1,0;63.0
171;ADAUSDT;2026-02-03 06:04;2026-02-03 07:13;0,2943675;0,2970925;0,92;UP;0,2963;VA Breakout;0,2963;0;0,29;0,3;WIN;2,0;195,0;4,04;Si;Si;70;84;1,4;63.0
172;GALAUSDT;2026-02-03 06:32;2026-02-03 06:48;0,004737544999999999;0,0047772199999999996;0,83;UP;0,004762;VA Breakout;0,004762;0;0,0;0,0;WIN;2,0;197,0;10,12;Si;Si;17;82;1,4;63.0
173;SUIUSDT;2026-02-03 06:33;2026-02-03 07:02;1,1273784999999998;1,1381095000000003;0,95;UP;1,136;VA Breakout;1,136;0;1,13;1,14;LOSS;-1,0;196,0;6,02;Si;Si;30;117;1,9;62.0
174;XRPUSDT;2026-02-03 06:35;2026-02-03 07:02;1,595746;1,6073;0,72;UP;1,6035;VA Breakout;1,6035;0;1,6;1,61;LOSS;-1,0;195,0;6,57;Si;Si;28;118;1,9;62.0
175;XRPUSDT;2026-02-03 06:59;2026-02-03 07:02;1,602027;1,6063230000000002;0,27;DOWN;1,6022;VA Breakout;1,6022;0;1,6;1,6;WIN;2,0;197,0;207,57;Si;Si;4;20;0,3;49.0
176;BTCUSDT;2026-02-03 06:59;2026-02-03 07:13;77945,4;78298,9;0,45;DOWN;78034,7;VA Breakout;78034,7;0;78206,0;77863,4;LOSS;-1,0;196,0;105,94;Si;Si;15;86;1,4;60.0
177;SOLUSDT;2026-02-03 07:02;2026-02-03 07:55;102,43;103,3619;0,91;DOWN;102,68;VA Breakout;102,68;0;103,26;102,1;LOSS;-1,0;195,0;61,09;Si;Si;54;146;2,4;62.0
178;TRBUSDT;2026-02-03 07:12;2026-02-03 07:12;16,117;16,26;0,88;UP;16,247;VA Breakout;16,247;0;16,18;16,32;LOSS;-1,0;194,0;6,47;Si;Si;1;129;2,1;64.0
179;ADAUSDT;2026-02-03 07:12;2026-02-03 07:55;0,29595449999999995;0,29777000000000003;0,61;UP;0,2982;VA Breakout;0,2982;0;0,3;0,3;WIN;2,0;196,0;4,47;Si;Si;44;71;1,2;64.0
180;DOGEUSDT;2026-02-03 07:18;2026-02-03 07:21;0,10627;0,1069768;0,66;UP;0,1069;VA Breakout;0,1069;0;0,11;0,11;WIN;2,0;198,0;24,13;Si;Si;4;99;1,6;42.0
181;ETHUSDT;2026-02-03 07:27;2026-02-03 08:37;2269,57;2300,0405499999997;1,33;UP;2291,41;VA Breakout;2291,41;0;2273,45;2309,37;WIN;2,0;200,0;2,9;Si;No;71;157;2,6;54.0
182;XRPUSDT;2026-02-03 08:20;2026-02-03 08:23;1,6013660000000003;1,6109;0,59;UP;1,607;VA Breakout;1,607;0;1,6;1,61;LOSS;-1,0;199,0;8,37;Si;Si;4;63;1,0;61.0
183;SOLUSDT;2026-02-03 08:22;2026-02-03 08:37;102,75104999999999;103,35;0,58;DOWN;102,85;VA Breakout;102,85;0;103,24;102,46;LOSS;-1,0;198,0;90,84;Si;Si;16;68;1,1;60.0
184;SUIUSDT;2026-02-03 08:29;2026-02-03 08:38;1,135787;1,1429;0,62;UP;1,1432;VA Breakout;1,1432;0;1,14;1,15;WIN;2,0;200,0;6,71;Si;Si;10;70;1,1;63.0
185;TRXUSDT;2026-02-03 08:44;2026-02-03 09:28;0,28265920000000005;0,28288;0,08;UP;0,28289;VA Breakout;0,28289;0;0,28;0,28;WIN;2,0;202,0;18,54;Si;Si;45;68;1,1;65.0
186;GALAUSDT;2026-02-03 08:56;2026-02-03 08:58;0,004785739999999999;0,0048032050000000005;0,36;UP;0,0048;VA Breakout;0,0048;0;0,0;0,0;WIN;2,0;204,0;11,32;Si;Si;3;32;0,5;35.0
187;DOGEUSDT;2026-02-03 08:56;2026-02-03 08:58;0,10751264999999999;0,10797510000000002;0,43;UP;0,10795;VA Breakout;0,10795;0;0,11;0,11;WIN;2,0;206,0;6,97;Si;Si;3;34;0,6;52.0
188;XRPUSDT;2026-02-03 09:00;2026-02-03 09:33;1,6050974999999996;1,6119;0,42;UP;1,6108;VA Breakout;1,6108;0;1,61;1,62;LOSS;-1,0;205,0;4,11;Si;Si;34;35;0,6;57.0
189;BTCUSDT;2026-02-03 09:17;2026-02-03 09:17;78039,42700000001;78407,6;0,47;DOWN;78083,4;VA Breakout;78083,4;0;78298,17;77868,63;LOSS;-1,0;204,0;84,72;Si;Si;1;130;2,1;63.0
190;GALAUSDT;2026-02-03 09:17;2026-02-03 09:39;0,00480564;0,00482106;0,32;DOWN;0,004796;VA Breakout;0,004796;0;0,0;0,0;WIN;2,0;206,0;48,76;Si;Si;23;20;0,3;65.0
191;SUIUSDT;2026-02-03 09:17;2026-02-03 09:26;1,1439894999999998;1,1478504999999999;0,34;DOWN;1,1419;VA Breakout;1,1419;0;1,15;1,14;LOSS;-1,0;205,0;61,37;Si;Si;10;20;0,3;65.0
192;SOLUSDT;2026-02-03 09:17;2026-02-03 09:36;102,90599999999999;103,45;0,53;DOWN;102,81;VA Breakout;102,81;0;103,28;102,34;WIN;2,0;207,0;75,25;Si;Si;20;43;0,7;63.0
193;ETHUSDT;2026-02-03 09:33;2026-02-03 09:43;2284,3652500000003;2314,8423000000003;1,33;DOWN;2289,55;VA Breakout;2289,55;0;2304,59;2274,51;WIN;2,0;209,0;36,53;Si;Si;11;125;2,1;62.0
194;ADAUSDT;2026-02-03 09:49;2026-02-03 09:54;0,2967;0,3001;1,14;DOWN;0,2974;VA Breakout;0,2974;0;0,3;0,3;WIN;2,0;211,0;33,52;Si;Si;6;134;2,2;39.0
195;ETHUSDT;2026-02-03 10:26;2026-02-03 11:30;2256,35585;2275,1001499999998;0,83;UP;2306,97;VA Breakout;2306,97;0;2245,92;2368,02;LOSS;-1,0;210,0;0,6;No;No;65;23;0,4;64.0
196;SOLUSDT;2026-02-03 11:13;2026-02-03 11:24;101,36;102,6152;1,23;DOWN;101,49;VA Breakout;101,49;0;102,51;100,47;WIN;2,0;212,0;33,62;Si;Si;12;24;0,4;33.0
197;BTCUSDT;2026-02-03 12:04;2026-02-03 12:11;76331,59150000001;77024,34550000001;0,9;DOWN;76372,9;VA Breakout;76372,9;0;76878,19;75867,61;WIN;2,0;214,0;32,62;Si;Si;8;42;0,7;38.0
198;ADAUSDT;2026-02-03 12:06;2026-02-03 12:14;0,2937485000000001;0,29858349999999995;1,63;DOWN;0,2945;VA Breakout;0,2945;0;0,3;0,29;WIN;2,0;216,0;20,23;Si;Si;9;44;0,7;38.0
199;SUIUSDT;2026-02-03 12:08;2026-02-03 12:17;1,1231155;1,1374315;1,27;DOWN;1,1237;VA Breakout;1,1237;0;1,13;1,11;WIN;2,0;218,0;33,84;Si;Si;10;52;0,8;36.0
200;XRPUSDT;2026-02-03 12:10;2026-02-03 12:17;1,5761;1,59575;1,24;DOWN;1,5785;VA Breakout;1,5785;0;1,59;1,57;WIN;2,0;220,0;38,53;Si;Si;8;49;0,8;54.0
201;TRBUSDT;2026-02-03 12:11;2026-02-03 12:36;15,884;16,03845;0,97;DOWN;15,897;VA Breakout;15,897;0;16,0;15,8;WIN;2,0;222,0;37,94;Si;Si;26;44;0,7;47.0
202;DOGEUSDT;2026-02-03 12:11;2026-02-03 12:16;0,10575824999999998;0,1073836;1,53;DOWN;0,10587;VA Breakout;0,10587;0;0,11;0,1;WIN;2,0;224,0;26,85;Si;Si;6;50;0,8;47.0
203;GALAUSDT;2026-02-03 12:36;2026-02-03 13:04;0,004638;0,004747425;2,33;DOWN;0,004654;VA Breakout;0,004654;0;0,0;0,0;WIN;2,0;226,0;16,44;Si;Si;29;81;1,3;56.0
204;BTCUSDT;2026-02-03 12:37;2026-02-03 12:43;75640,938;76075,597;0,57;DOWN;75588,3;VA Breakout;75588,3;0;75985,73;75190,87;WIN;2,0;228,0;39,5;Si;Si;7;27;0,4;69.0
205;SOLUSDT;2026-02-03 12:38;2026-02-03 13:13;99,6;101,2804;1,67;DOWN;99,74;VA Breakout;99,74;0;100,89;98,59;WIN;2,0;230,0;28,26;Si;Si;36;83;1,4;40.0
206;ETHUSDT;2026-02-03 12:39;2026-02-03 12:39;2216,0522;2268,9485499999996;2,36;DOWN;2218,83;VA Breakout;2218,83;0;2225,87;2211,79;LOSS;-1,0;229,0;67,94;Si;Si;1;82;1,4;58.0
207;DOGEUSDT;2026-02-03 12:40;2026-02-03 12:55;0,1049519;0,10590045;0,9;DOWN;0,10493;VA Breakout;0,10493;0;0,11;0,1;WIN;2,0;231,0;37,58;Si;Si;16;22;0,3;63.0
208;DOGEUSDT;2026-02-03 13:13;2026-02-03 13:19;0,1041097;0,1049533;0,81;DOWN;0,10418;VA Breakout;0,10418;0;0,1;0,1;WIN;2,0;233,0;33,76;Si;Si;7;23;0,4;57.0
209;SUIUSDT;2026-02-03 13:16;2026-02-03 13:21;1,0944435000000001;1,1046509999999998;0,93;DOWN;1,0951;VA Breakout;1,0951;0;1,1;1,09;WIN;2,0;235,0;41,78;Si;Si;6;24;0,4;40.0
210;SOLUSDT;2026-02-03 13:16;2026-02-03 13:21;98,42;99,5778;1,17;DOWN;98,67;VA Breakout;98,67;0;99,47;97,87;WIN;2,0;237,0;39,21;Si;Si;6;37;0,6;39.0
211;GALAUSDT;2026-02-03 13:17;2026-02-03 13:21;0,004571904999999999;0,004615035;0,94;DOWN;0,004572;VA Breakout;0,004572;0;0,0;0,0;WIN;2,0;239,0;28,3;Si;Si;5;26;0,4;49.0
212;TRBUSDT;2026-02-03 13:17;2026-02-03 13:21;15,501;15,65087;0,96;DOWN;15,539;VA Breakout;15,539;0;15,66;15,42;WIN;2,0;241,0;28,82;Si;Si;5;25;0,4;37.0
213;ADAUSDT;2026-02-03 13:17;2026-02-03 13:21;0,2859;0,28898599999999997;1,07;DOWN;0,2862;VA Breakout;0,2862;0;0,29;0,28;WIN;2,0;243,0;25,54;Si;Si;5;27;0,4;47.0
214;BTCUSDT;2026-02-03 13:19;2026-02-03 13:25;74522,1;75275,96099999998;1,01;DOWN;74714,1;VA Breakout;74714,1;0;75253,29;74174,91;WIN;2,0;245,0;27,5;Si;Si;7;39;0,6;43.0
215;XRPUSDT;2026-02-03 13:20;2026-02-03 13:46;1,5465;1,5651785000000003;1,2;DOWN;1,5495;VA Breakout;1,5495;0;1,56;1,53;WIN;2,0;247,0;29,38;Si;Si;27;29;0,5;61.0
