sep=;
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 2, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "va_breakout", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "swing_previous", "atr_dyn_period": 200, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.3, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 25, "ttm_kc_multiplier": 1.8, "ttm_min_squeeze_bars": 5, "use_bbwp_scoring": true, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 45, "atr_dyn_min_bars": 20, "sl_poc_buffer_pct": 10, "vp_bins_per_zone": 30}
# Fecha: 2026-02-06T17:30:21.424311
zona_num;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;sl_price;tp_price;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score;vp_poc;vp_vah;vp_val
266;2025-08-29 07:15;2025-08-29 07:30;109727,58660000001;110250;0,47;UP;110140,1;VA Breakout;110140,1;0;110001,57;110417,15;WIN;2;181,0;115,57;Si;Si;4;28;2,2;54.0;110014,17;110061,33;109797,2
267;2025-08-30 23:00;2025-08-30 23:50;109116,21604999999;109334,09244999998;0,2;DOWN;109063,3;VA Breakout;109063,3;0;109271,38;108647,14;WIN;2;183,0;236,33;Si;Si;11;21;1,7;62.0;109252,46;109293,31;109166,24
268;2025-08-31 03:15;2025-08-31 03:50;108581,73034999997;108779,27964999998;0,18;UP;108751;VA Breakout;108751;0;108641,03;108970,95;WIN;2;185,0;158,21;Si;Si;8;20;1,6;53.0;108651,02;108717,98;108615,95
269;2025-08-31 10:35;2025-08-31 18:30;108155,9581;108513,5;0,33;UP;108571,3;VA Breakout;108571,3;0;108194,58;109324,73;LOSS;-1;184,0;46,66;Si;Si;96;35;2,8;61.0;108228,83;108456,94;108186,59
270;2025-09-04 08:35;2025-09-04 18:00;110475,50230000002;111963,97344999999;1,34;DOWN;110550;VA Breakout;110550;0;111595,34;108459,32;LOSS;-1;183,0;48,46;Si;Si;114;479;39,8;49.0;111500,31;111852,54;110600,17
271;2025-09-04 15:15;2025-09-04 17:20;109719,40225;110170;0,41;UP;110176,6;VA Breakout;110176,6;0;109966,02;110597,76;WIN;2;185,0;75,85;Si;Si;26;27;2,2;49.0;109985,16;110117,19;109817,93
272;2025-09-05 07:20;2025-09-05 07:30;112069,18264999999;112641,7;0,51;UP;112417,6;VA Breakout;112417,6;0;112276,79;112699,21;WIN;2;187,0;97,53;Si;Si;3;38;3,1;60.0;112289,6;112370,85;112154,17
273;2025-09-06 09:55;2025-09-06 10:40;110713,4;110913,43;0,18;DOWN;110749,5;VA Breakout;110749,5;0;110832,77;110582,95;WIN;2;189,0;610,78;Si;Si;10;28;2,2;59.0;110825,2;110851,13;110762,25
274;2025-09-07 02:25;2025-09-07 03:15;110433,5;110673,39840000002;0,22;UP;110614,8;VA Breakout;110614,8;0;110465,61;110913,18;WIN;2;191,0;104,13;Si;Si;11;31;2,5;62.0;110479,18;110558,06;110425,2
275;2025-09-08 01:20;2025-09-08 02:25;110785,39075;111045,90380000001;0,23;UP;111084,3;VA Breakout;111084,3;0;110885,98;111480,95;WIN;2;193,0;75,96;Si;Si;14;21;1,7;62.0;110904,01;110964,01;110865,82
276;2025-09-08 19:20;2025-09-08 23:20;111735,5;112440,495;0,63;DOWN;111625,9;VA Breakout;111625,9;0;112046,38;110784,95;LOSS;-1;192,0;123,05;Si;Si;49;165;13,7;58.0;112008,15;112411;111873,87
277;2025-09-08 22:30;2025-09-08 23:15;111132,86745;111500;0,33;UP;111452,8;VA Breakout;111452,8;0;111250,59;111857,23;WIN;2;194,0;72,68;Si;Si;10;28;2,2;46.0;111268,97;111385,12;111199,28
278;2025-09-09 00:50;2025-09-09 01:00;111742,52560000002;112057,22440000004;0,28;UP;112012,6;VA Breakout;112012,6;0;111858,92;112319,95;WIN;2;196,0;91,99;Si;Si;3;20;1,6;57.0;111872,89;111988,67;111818,05
279;2025-09-10 07:15;2025-09-10 07:30;112094,3559;112431,99794999998;0,3;UP;112611,3;VA Breakout;112611,3;0;112235,62;113362,67;WIN;2;198,0;36,04;Si;Si;4;41;3,3;62.0;112269,77;112385,72;112184,74
280;2025-09-11 17:10;2025-09-11 19:20;113303;114559,42524999999;1,1;UP;114507,3;VA Breakout;114507,3;0;113873,72;115774,46;WIN;2;200,0;18,38;Si;Si;27;372;30,9;53.0;113931,32;114440,83;113689,97
281;2025-09-14 08:20;2025-09-14 15:40;115409,61055;116215,91885;0,7;DOWN;115465,8;VA Breakout;115465,8;0;115727,54;114942,31;LOSS;-1;199,0;212,34;Si;Si;89;466;38,8;56.0;115703,75;116014,7;115558,64
282;2025-09-16 10:55;2025-09-21 19:35;114861,5;115514,28505000002;0,57;UP;115869,9;VA Breakout;115869,9;0;114654,01;118301,67;LOSS;-1;198,0;8,45;Si;Si;1545;589;49;59.0;114764,55;115701,8;114642,3
283;2025-09-17 03:05;2025-09-17 04:45;116412,3;117242,66360000001;0,71;UP;117028,7;VA Breakout;117028,7;0;116571,18;117943,74;LOSS;-1;197,0;19,94;Si;Si;21;107;8,8;45.0;116612,77;117011,6;116289,92
284;2025-09-17 09:15;2025-09-17 13:15;115831;116449,9;0,53;DOWN;115857,1;VA Breakout;115857,1;0;116274,73;115021,83;WIN;2;199,0;134,01;Si;Si;49;44;3,6;60.0;116236,77;116313,53;116028,4
285;2025-09-17 21:50;2025-09-17 22:10;116342,05165;116811,33795000002;0,4;UP;116805,6;VA Breakout;116805,6;0;116484,07;117448,66;WIN;2;201,0;29,06;Si;Si;5;22;1,8;61.0;116513,3;116740,41;116437,59
286;2025-09-18 08:05;2025-09-18 08:05;116917,14125;117443,8543;0,45;UP;117247,6;VA Breakout;117247,6;0;117195,24;117352,32;LOSS;-1;200,0;170,02;Si;Si;1;71;5,8;65.0;117200;117240;117032
287;2025-09-18 14:20;2025-09-18 14:35;117394,459;117842;0,38;DOWN;117541,7;VA Breakout;117541,7;0;117687,69;117249,72;WIN;2;202,0;394,92;Si;Si;4;38;3,1;61.0;117674,42;117800,17;117548,67
288;2025-09-18 17:50;2025-09-18 17:50;117125,14959999998;117432,06594999999;0,26;DOWN;117067,1;VA Breakout;117067,1;0;117225,5;116750,3;LOSS;-1;201,0;360,98;Si;Si;1;22;1,8;61.0;117211,1;117318,2;117165,2
289;2025-09-19 04:40;2025-09-19 06:20;116600,44499999999;117039,8;0,38;DOWN;116666,8;VA Breakout;116666,8;0;116823,09;116354,21;WIN;2;203,0;363,28;Si;Si;21;50;4,1;61.0;116808,88;116945,99;116687,91
290;2025-09-21 10:55;2025-09-21 19:30;115414;115914,3851;0,43;DOWN;115466,4;VA Breakout;115466,4;0;115682,61;115033,97;WIN;2;205,0;257,05;Si;Si;104;418;34,8;46.0;115662,96;115871,33;115482,37
291;2025-09-28 03:50;2025-09-28 04:10;109149,60945000002;109741,51430000001;0,54;UP;109475,7;VA Breakout;109475,7;0;109364,24;109698,62;LOSS;-1;204,0;149,6;Si;Si;5;710;59,1;52.0;109374,37;109630,21;109061,68
292;2025-09-29 02:50;2025-09-29 03:25;111512,97945;111811,2834;0,27;UP;111769;VA Breakout;111769;0;111599,73;112107,54;WIN;2;206,0;84,96;Si;Si;8;30;2,4;49.0;111615,12;111743,04;111553,94
293;2025-10-01 03:15;2025-10-01 03:25;114190;114698,52195000001;0,44;UP;114672,6;VA Breakout;114672,6;0;114501,5;115014,8;WIN;2;208,0;67,08;Si;Si;3;38;3,1;60.0;114517,05;114595,46;114334,11
294;2025-10-01 16:55;2025-10-01 17:05;117170,08405;117587,79919999996;0,36;UP;117499,9;VA Breakout;117499,9;0;117290,37;117918,96;WIN;2;210,0;41,28;Si;Si;3;21;1,7;62.0;117309,42;117456,08;117252,03
295;2025-10-02 07:15;2025-10-02 07:35;118465,67169999999;118860,4551;0,33;UP;118815,7;VA Breakout;118815,7;0;118634,88;119177,34;WIN;2;212,0;40,56;Si;Si;5;28;2,2;47.0;118651,32;118804,27;118571,2
296;2025-10-03 03:55;2025-10-03 08:30;119450,7;119952,51214999998;0,42;UP;119979;VA Breakout;119979;0;119685,22;120566,56;WIN;2;214,0;21,01;Si;Si;56;29;2,3;60.0;119711,93;119886,93;119483,08
297;2025-10-04 08:00;2025-10-04 08:00;121858,85609999999;122144,77604999999;0,23;UP;122189,2;VA Breakout;122189,2;0;122052,3;122463,01;LOSS;-1;213,0;28,93;Si;Si;1;27;2,2;62.0;122064,74;122080,22;121925,47
298;2025-10-04 14:30;2025-10-04 16:25;121539,04495000001;121826,7;0,24;UP;121827,8;VA Breakout;121827,8;0;121618,68;122246,04;WIN;2;215,0;20,67;Si;Si;24;24;1,9;69.0;121637,69;121789,3;121578,37
299;2025-10-04 16:10;2025-10-04 21:25;121794,22305000002;122027,70695;0,19;UP;122100;VA Breakout;122100;0;121892,92;122514,17;WIN;2;217,0;19,56;Si;Si;64;20;1,6;62.0;121911,74;121988,1;121844,37
300;2025-10-05 17:15;2025-10-05 18:30;122450,1;123068,3;0,5;UP;122956,4;VA Breakout;122956,4;0;122665,14;123538,92;WIN;2;219,0;10,96;Si;Si;16;36;2,9;59.0;122691,62;122920,87;122549,7
301;2025-10-05 23:50;2025-10-06 01:25;123601,90504999999;124108,66745000001;0,41;DOWN;123634,4;VA Breakout;123634,4;0;123864,6;123173,99;LOSS;-1;218,0;276,91;Si;Si;20;27;2,2;59.0;123843,68;124008,3;123679,05
302;2025-10-06 11:55;2025-10-06 16:15;124763,49005;125266,74995;0,4;UP;125410,6;VA Breakout;125410,6;0;124926,49;126378,82;LOSS;-1;217,0;1,53;No;No;53;20;1,6;62.0;124970,5;125201,92;124860,88
303;2025-10-07 08:30;2025-10-07 08:35;124051,51775000001;124820,3;0,62;UP;124609,9;VA Breakout;124609,9;0;124427,7;124974,3;LOSS;-1;216,0;0,84;No;No;2;111;9,2;59.0;124444,26;124539,97;123519,12
304;2025-10-12 15:00;2025-10-12 15:25;113529,5;114452,67880000001;0,81;UP;114591;VA Breakout;114591;0;114188,52;115395,96;WIN;2;218,0;4,43;Si;Si;6;38;3,1;58.0;114225,11;114373,88;113844,92
305;2025-10-13 21:15;2025-10-14 00:35;114634,17565000002;115642,10154999999;0,88;DOWN;113894;VA Breakout;113894;0;114557,05;112567,9;WIN;2;220,0;81,45;Si;Si;41;193;16;57.0;114496,77;115156,63;113992,18
306;2025-10-14 00:25;2025-10-14 01:25;112797,8;113683,10849999999;0,78;DOWN;112982;VA Breakout;112982;0;113369,84;112206,32;WIN;2;222,0;136,9;Si;Si;13;32;2,6;61.0;113334,58;113534,97;112988,47
307;2025-10-14 04:40;2025-10-14 05:10;111475,60565;112028,64185;0,49;DOWN;111446;VA Breakout;111446;0;111696,37;110945,26;WIN;2;224,0;205,93;Si;Si;7;22;1,8;51.0;111673,61;111924,52;111542,18
308;2025-10-17 01:15;2025-10-17 02:05;107569,93155;109091,76155;1,4;DOWN;107946,7;VA Breakout;107946,7;0;108826,49;106187,13;WIN;2;226,0;54,63;Si;Si;11;108;8,9;48.0;108746,51;109092,76;108240,44
309;2025-10-20 22:50;2025-10-20 23:00;109202,7245;109723,41075;0,48;DOWN;109203,1;VA Breakout;109203,1;0;109478,11;108653,09;WIN;2;228,0;179,32;Si;Si;3;23;1,8;61.0;109453,11;109629,82;109330,77
310;2025-10-21 05:30;2025-10-21 05:30;107438,02350000001;107940,5946;0,47;UP;107837,2;VA Breakout;107837,2;0;107720,98;108069,63;LOSS;-1;227,0;73,45;Si;Si;1;31;2,5;60.0;107731,55;107804,36;107533,92
311;2025-10-21 15:05;2025-10-21 15:15;111430,41635000001;112270,7827;0,75;DOWN;111503;VA Breakout;111503;0;111979,28;110550,45;WIN;2;229,0;108,37;Si;Si;3;28;2,2;49.0;111935,98;112065,61;111584,13
312;2025-10-22 16:00;2025-10-22 16:00;107441,6;108218,67939999998;0,72;DOWN;107247,6;VA Breakout;107247,6;0;107682,5;106377,81;LOSS;-1;228,0;108,9;Si;Si;1;22;1,8;58.0;107642,96;108064,7;107471,14
313;2025-10-23 23:20;2025-10-24 02:05;110162,12135000002;110715,23029999998;0,5;UP;110757,3;VA Breakout;110757,3;0;110384,11;111503,69;WIN;2;230,0;15,05;Si;Si;34;23;1,8;65.0;110418,03;110620,33;110312,07
314;2025-10-26 04:20;2025-10-26 08:40;110782,4;111844,8;0,95;UP;112310,5;VA Breakout;112310,5;0;111443,7;114044,1;WIN;2;232,0;4,69;Si;Si;53;570;47,4;54.0;111522,5;111821,03;110456,33
315;2025-10-26 17:00;2025-10-28 15:00;112921,8;113707,23409999999;0,69;UP;114743,9;VA Breakout;114743,9;0;113205,03;117821,64;LOSS;-1;231,0;1,06;No;No;553;40;3,2;57.0;113344,93;113611,06;113141,41
316;2025-10-27 14:30;2025-10-27 15:55;114676,25785;115756,6;0,94;DOWN;114774,1;VA Breakout;114774,1;0;114998,1;114326,1;WIN;2;233,0;245,03;Si;Si;18;198;16,4;55.0;114977,74;115594,38;114815,46
317;2025-10-28 08:00;2025-10-28 08:15;113555,6;114668,39515000001;0,98;UP;114544,2;VA Breakout;114544,2;0;114397,26;114838,08;WIN;2;235,0;10,32;Si;Si;4;122;10,1;53.0;114410,62;114519,7;113821,57
318;2025-10-29 09:00;2025-10-29 10:45;112495,95625;113566,9;0,95;DOWN;112556,5;VA Breakout;112556,5;0;113040,98;111587,55;WIN;2;237,0;108,71;Si;Si;22;193;16;54.0;112996,93;113388,93;112657,2
319;2025-10-29 17:55;2025-10-29 18:40;111066,3;111777,22439999999;0,64;DOWN;110967,2;VA Breakout;110967,2;0;111522,53;109856,55;WIN;2;239,0;91,98;Si;Si;10;28;2,2;58.0;111472,04;111532,23;111147,01
320;2025-10-29 23:00;2025-10-29 23:00;110444,01735000001;111078,30555;0,57;DOWN;110590;VA Breakout;110590;0;110691,42;110387,16;LOSS;-1;238,0;499,92;Si;Si;1;23;1,8;56.0;110682,2;110943,94;110648,06
321;2025-10-30 18:45;2025-10-30 19:55;107271,40609999998;108041,8;0,72;UP;108203,4;VA Breakout;108203,4;0;107551,39;109507,42;WIN;2;240,0;4,6;Si;Si;15;36;2,9;58.0;107610,66;107894,99;107402,16
322;2025-11-02 18:10;2025-11-02 19:50;109169,1;110465;1,18;UP;110422,6;VA Breakout;110422,6;0;109938,52;111390,77;LOSS;-1;239,0;0,62;No;No;21;800;66,6;51.0;109982,52;110388,35;109396,33
323;2025-11-04 00:15;2025-11-04 09:35;106416,8;108035,24325000001;1,51;DOWN;106119,1;VA Breakout;106119,1;0;107653,0;103051,31;WIN;2;241,0;30,14;Si;Si;113;282;23,4;49.0;107513,55;107773,03;106216,13
324;2025-11-06 09:05;2025-11-06 09:05;102562,2;104054,3;1,44;DOWN;102722,8;VA Breakout;102722,8;0;103278,76;101610,88;LOSS;-1;240,0;77,05;Si;Si;1;196;16,2;48.0;103228,22;103682,47;102834,53
325;2025-11-07 04:20;2025-11-07 07:55;100820,9;102217,74235;1,38;DOWN;101006,6;VA Breakout;101006,6;0;101879,52;99260,76;WIN;2;242,0;47,1;Si;Si;44;124;10,2;49.0;101800,16;102011,57;101045,12
326;2025-11-08 19:15;2025-11-09 08:30;102062,15255000001;102953,39825;0,87;DOWN;101636,1;VA Breakout;101636,1;0;102595,46;99717,39;LOSS;-1;241,0;43,52;Si;Si;160;363;30,2;55.0;102508,24;103167,97;101672,59
327;2025-11-09 04:45;2025-11-09 06:00;101764,67595;102072,79875000002;0,3;DOWN;101750;VA Breakout;101750;0;101954,28;101341,44;LOSS;-1;240,0;204,93;Si;Si;16;22;1,8;67.0;101935,71;101974,62;101841,22
328;2025-11-09 13:40;2025-11-09 13:45;103402,00094999999;103798,99914999999;0,38;UP;103790,4;VA Breakout;103790,4;0;103549,86;104271,47;WIN;2;242,0;15,34;Si;Si;2;21;1,7;60.0;103571,73;103716,33;103449,37
329;2025-11-11 07:15;2025-11-11 07:45;104932,42845;105485,34185;0,53;DOWN;105008,2;VA Breakout;105008,2;0;105314,47;104395,65;WIN;2;244,0;147,32;Si;Si;7;25;2;70.0;105286,63;105331,19;105046,02
330;2025-11-11 10:25;2025-11-12 04:05;103844;104655,77914999999;0,78;DOWN;103669,7;VA Breakout;103669,7;0;104427,81;102153,48;LOSS;-1;243,0;57,75;Si;Si;213;32;2,6;59.0;104358,89;104534,54;104023,56
331;2025-11-12 03:20;2025-11-12 04:05;102984,3992;103667,07775000001;0,66;UP;103650,1;VA Breakout;103650,1;0;103261,94;104426,43;WIN;2;245,0;4,29;Si;Si;10;66;5,4;61.0;103297,23;103467,85;103126,6
332;2025-11-12 09:40;2025-11-12 09:45;104477,1;105200;0,69;DOWN;104667,2;VA Breakout;104667,2;0;104873,79;104254,02;WIN;2;247,0;216,75;Si;Si;2;51;4,2;55.0;104855,01;105092,95;104701,05
333;2025-11-13 00:25;2025-11-13 00:50;101692,69059999999;102303,52939999998;0,6;UP;102201,9;VA Breakout;102201,9;0;101873,49;102858,72;WIN;2;249,0;5,57;Si;Si;6;20;1,6;60.0;101903,35;102165,91;101764,34
334;2025-11-13 08:20;2025-11-13 08:20;102650,35425000002;103228,86279999999;0,56;DOWN;102819,2;VA Breakout;102819,2;0;102909,1;102639,39;LOSS;-1;248,0;477,53;Si;Si;1;42;3,4;52.0;102900,93;103099,61;102827,73
335;2025-11-13 23:30;2025-11-14 07:35;98734,4;99846,4044;1,12;DOWN;97670,3;VA Breakout;97670,3;0;99063,15;94884,6;WIN;2;250,0;27,13;Si;Si;98;39;3,2;52.0;98936,53;99468,25;98759,29
336;2025-11-17 21:50;2025-11-17 23:45;91129,6;92437,08444999998;1,42;DOWN;91138;VA Breakout;91138;0;91908,17;89597,65;WIN;2;252,0;40,58;Si;Si;24;60;4,9;50.0;91838,16;92202,05;91306,32
337;2025-11-18 02:35;2025-11-18 03:35;89327,5;90511,62939999999;1,32;UP;90426,2;VA Breakout;90426,2;0;89971,6;91335,39;WIN;2;254,0;16,58;Si;Si;13;32;2,6;52.0;90012,93;90267,6;89640,72
338;2025-11-18 10:10;2025-11-18 11:15;91036,6;92258,5;1,33;UP;92008,9;VA Breakout;92008,9;0;91348,92;93328,86;WIN;2;256,0;9,02;Si;Si;14;29;2,3;47.0;91408,92;91846,16;91074,56
339;2025-11-18 22:30;2025-11-19 00:05;91959,03994999999;93061,4;1,19;DOWN;92060;VA Breakout;92060;0;92661,61;90856,78;WIN;2;258,0;53,48;Si;Si;20;84;6,9;52.0;92606,92;92888,33;92120,83
340;2025-11-19 10:25;2025-11-19 10:25;91043,9;91984,7;1,03;DOWN;91188,4;VA Breakout;91188,4;0;91418,51;90728,18;LOSS;-1;257,0;136,02;Si;Si;1;45;3,7;52.0;91397,59;91883,57;91235,6
341;2025-11-20 08:55;2025-11-20 08:55;91454,00344999999;92072,87005;0,67;DOWN;91483,6;VA Breakout;91483,6;0;91799,76;90851,28;LOSS;-1;256,0;99,93;Si;Si;1;49;4;63.0;91771,02;91966,6;91611
342;2025-11-20 21:25;2025-11-21 02:30;86268,6;87564,33544999998;1,49;DOWN;86454,6;VA Breakout;86454,6;0;87242,56;84878,69;WIN;2;258,0;33,72;Si;Si;62;28;2,2;47.0;87170,92;87371,05;86615,01
343;2025-11-23 07:00;2025-11-23 07:15;85928,1;86431,09765;0,58;UP;86400;VA Breakout;86400;0;86198,19;86803,62;WIN;2;260,0;57,3;Si;Si;4;36;2,9;54.0;86216,54;86355,18;86035,23
344;2025-11-23 23:15;2025-11-24 00:10;87143,68274999999;88082,9;1,07;DOWN;86730,2;VA Breakout;86730,2;0;87536,49;85117,61;LOSS;-1;259,0;33,29;Si;Si;12;108;8,9;55.0;87463,19;88082,9;86916,39
345;2025-11-24 04:05;2025-11-24 05:25;86651,43334999999;87280;0,72;DOWN;86521,8;VA Breakout;86521,8;0;86907,43;85750,54;WIN;2;261,0;69,07;Si;Si;17;37;3;57.0;86872,37;87080,85;86747,29
346;2025-11-24 18:40;2025-11-25 03:45;88263,3;89145,04869999998;0,99;DOWN;88369,8;VA Breakout;88369,8;0;88962,86;87183,68;WIN;2;263,0;48,03;Si;Si;110;34;2,8;52.0;88908,95;89104,14;88623,66
347;2025-11-26 04:45;2025-11-26 09:40;87263,32515000002;88102,88274999999;0,96;DOWN;86809,6;VA Breakout;86809,6;0;87511,29;85406,22;LOSS;-1;262,0;38,37;Si;Si;60;259;21,5;55.0;87447,5;87841,67;86838,33
348;2025-11-26 16:25;2025-11-26 20:55;89582,0237;90051,84629999999;0,52;UP;90222,5;VA Breakout;90222,5;0;89790,88;91085,74;WIN;2;264,0;17,93;Si;Si;55;25;2;60.0;89830,12;89985,27;89737,03
349;2025-11-27 07:45;2025-11-27 08:10;91055,7;91639,85335;0,64;DOWN;91160,2;VA Breakout;91160,2;0;91389,19;90702,23;WIN;2;266,0;136,57;Si;Si;6;29;2,3;60.0;91368,37;91542,96;91234,86
350;2025-12-02 05:45;2025-12-02 09:25;86242;86984,55585;0,86;UP;87157,1;VA Breakout;87157,1;0;86360,2;88750,89;WIN;2;268,0;13,56;Si;Si;45;319;26,5;58.0;86432,65;87087,11;85183,22
351;2025-12-02 08:45;2025-12-02 09:05;87030,3;87557,03025;0,6;UP;87513,1;VA Breakout;87513,1;0;87280,45;87978,4;WIN;2;270,0;44,92;Si;Si;5;30;2,4;49.0;87301,6;87487,47;87225,07
352;2025-12-02 18:50;2025-12-02 20:30;91421,2085;92250,07045000001;0,9;DOWN;91263,8;VA Breakout;91263,8;0;91955,81;89879,78;LOSS;-1;269,0;45,34;Si;Si;21;65;5,3;57.0;91892,9;92190,63;91324,5
353;2025-12-07 08:20;2025-12-07 10:55;89067,04885;89739,3;0,75;DOWN;88870,1;VA Breakout;88870,1;0;89589,82;87430,66;LOSS;-1;268,0;40,27;Si;Si;32;338;28,1;56.0;89524,39;89730,58;89134,92
354;2025-12-09 07:15;2025-12-09 09:25;89633,67069999999;91025,83849999998;1,54;UP;90534,2;VA Breakout;90534,2;0;90113,72;91375,16;LOSS;-1;267,0;17,67;Si;Si;27;169;14;46.0;90151,95;90510,77;89848,33
355;2025-12-11 13:10;2025-12-11 13:40;89440;90638;1,33;UP;90293,4;VA Breakout;90293,4;0;90012,87;90854,45;WIN;2;269,0;27,34;Si;Si;7;64;5,2;48.0;90038,38;90254,24;89582,66
356;2025-12-13 06:40;2025-12-13 07:05;90301,38780000001;90569,2;0,3;DOWN;90315,5;VA Breakout;90315,5;0;90437,07;90072,36;LOSS;-1;268,0;250,29;Si;Si;6;40;3,2;61.0;90426,02;90515,83;90367,9
357;2025-12-14 01:20;2025-12-14 01:20;90032,49584999999;90301,14395000001;0,3;DOWN;90082,3;VA Breakout;90082,3;0;90116,18;90014,54;LOSS;-1;267,0;891,21;Si;Si;1;149;12,3;61.0;90113,1;90295,1;90003,9
358;2025-12-14 18:10;2025-12-14 19:20;88101,1;88713,17050000001;0,69;DOWN;88011;VA Breakout;88011;0;88483,27;87066,47;LOSS;-1;266,0;59,55;Si;Si;15;34;2,8;57.0;88440,33;88642,33;88157,53
359;2025-12-15 09:40;2025-12-15 09:40;89016,4;89845;0,93;DOWN;89217;VA Breakout;89217;0;89458,54;88733,92;LOSS;-1;265,0;121,42;Si;Si;1;37;3;55.0;89436,58;89647,83;89281,67
360;2025-12-16 05:30;2025-12-16 05:35;86080,09994999999;86514,20985000001;0,5;UP;86408,3;VA Breakout;86408,3;0;86259,89;86705,12;WIN;2;267,0;77,86;Si;Si;2;23;1,8;55.0;86273,38;86353,24;86193,52
361;2025-12-18 21:55;2025-12-18 22:00;84944,40709999998;85858,6;1,07;UP;85598,8;VA Breakout;85598,8;0;85430,86;85934,67;WIN;2;269,0;73,63;Si;Si;2;70;5,8;53.0;85446,13;85592,62;85201,98
362;2025-12-19 12:25;2025-12-19 12:25;87725,77285;88816;1,24;DOWN;87579,1;VA Breakout;87579,1;0;88034,11;86669,08;LOSS;-1;268,0;60,86;Si;Si;1;67;5,5;55.0;87992,74;88477,02;87766,75
363;2025-12-19 14:15;2025-12-19 15:35;86828,22665;87449,3938;0,71;UP;87521,1;VA Breakout;87521,1;0;87182,11;88199,08;WIN;2;270,0;30,8;Si;Si;17;21;1,7;61.0;87212,93;87358,07;86906,52
364;2025-12-20 20:25;2025-12-20 20:35;88228,74495;88381,72260000001;0,17;DOWN;88243,1;VA Breakout;88243,1;0;88302,08;88125,15;WIN;2;272,0;480,79;Si;Si;3;26;2,1;47.0;88296,71;88349,61;88250,04
365;2025-12-21 18:00;2025-12-21 19:10;87804,08140000001;88396,41055;0,67;UP;88657,3;VA Breakout;88657,3;0;88281,0;89409,9;WIN;2;274,0;24,73;Si;Si;15;198;16,4;57.0;88315,21;88542,1;87735,38
366;2025-12-22 03:10;2025-12-22 03:20;88630,5665;89213,7;0,66;UP;89164;VA Breakout;89164;0;88836,89;89818,23;WIN;2;276,0;26,9;Si;Si;3;55;4,5;50.0;88866,62;89079,14;88721,22
367;2025-12-22 08:40;2025-12-22 09:05;89596,6965;90283,58439999999;0,76;DOWN;89729,1;VA Breakout;89729,1;0;90085,74;89015,82;LOSS;-1;275,0;83,67;Si;Si;6;37;3;57.0;90053,32;90264,27;89745,01
368;2025-12-22 13:55;2025-12-22 13:55;89063,8267;89538,715;0,53;DOWN;89095,2;VA Breakout;89095,2;0;89307,22;88671,16;LOSS;-1;274,0;137,76;Si;Si;1;25;2;60.0;89287,95;89395,76;89160,52
369;2025-12-25 10:25;2025-12-25 15:25;87161,27715000001;87938,985;0,89;UP;88033,8;VA Breakout;88033,8;0;87613,74;88873,93;LOSS;-1;273,0;23,64;Si;Si;61;610;50,8;55.0;87651,93;87883,22;87024,13
370;2025-12-25 15:15;2025-12-25 15:15;88011,1;88239,24949999999;0,26;DOWN;88023,9;VA Breakout;88023,9;0;88072,72;87926,27;LOSS;-1;272,0;576,36;Si;Si;1;25;2;56.0;88068,28;88195,83;88046,29
371;2025-12-25 17:40;2025-12-25 17:45;87760,94755;87970,39154999999;0,24;DOWN;87669,5;VA Breakout;87669,5;0;87844,34;87319,82;WIN;2;274,0;158,9;Si;Si;2;25;2;62.0;87828,45;87903,27;87744,81
372;2025-12-26 02:40;2025-12-26 08:40;88745,2009;89387,7;0,72;DOWN;88760;VA Breakout;88760;0;89056,85;88166,29;LOSS;-1;273,0;97,26;Si;Si;73;37;3;53.0;89029,87;89189,88;88782,57
373;2025-12-26 08:30;2025-12-26 09:35;88440,20080000002;88820,4;0,43;UP;88806,6;VA Breakout;88806,6;0;88608,36;89203,08;LOSS;-1;272,0;46,19;Si;Si;14;33;2,7;61.0;88626,38;88753,88;88543,23
374;2025-12-27 16:40;2025-12-27 17:10;87322,3;87618,6;0,34;UP;87594,5;VA Breakout;87594,5;0;87449,62;87884,26;WIN;2;274,0;71,57;Si;Si;7;133;11;60.0;87462,79;87527,65;87409,72
375;2025-12-28 04:00;2025-12-28 04:35;87583,9;87814;0,26;UP;87797,8;VA Breakout;87797,8;0;87685,45;88022,51;LOSS;-1;273,0;90,48;Si;Si;8;76;6,2;54.0;87695,66;87790,56;87626,07
